From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
MOB2	Q8VI63	reviewed	MOB2_MOUSE	MOB kinase activator 2 (Mob2 homolog) (Mps one binder kinase activator-like 2) (Ovary-specific MOB-like protein)	Mob2 Mmh	Mus musculus (Mouse)	235	metal ion binding [GO:0046872]; protein kinase activator activity [GO:0030295]
NOC3L	Q8VI84	reviewed	NOC3L_MOUSE	Nucleolar complex protein 3 homolog (NOC3 protein homolog) (Factor for adipocyte differentiation 24) (NOC3-like protein) (Nucleolar complex-associated protein 3-like protein)	Noc3l Ad24 Fad24	Mus musculus (Mouse)	807	chromatin binding [GO:0003682]
VSX1	Q91V10	reviewed	VSX1_MOUSE	Visual system homeobox 1 (Homeodomain protein RINX) (Retinal inner nuclear layer homeobox protein) (Transcription factor VSX1)	Vsx1 Rinx	Mus musculus (Mouse)	363	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]
TTLL1	Q91V51	reviewed	TTLL1_MOUSE	Polyglutamylase complex subunit TTLL1 (EC 6.3.2.-) (Tubulin polyglutamylase TTLL1) (Tubulin polyglutamylase complex subunit 3) (PGs3) (Tubulin--tyrosine ligase-like protein 1) (p49)	Ttll1	Mus musculus (Mouse)	423	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; tubulin binding [GO:0015631]; tubulin-glutamic acid ligase activity [GO:0070740]
NIFK	Q91VE6	reviewed	MK67I_MOUSE	MKI67 FHA domain-interacting nucleolar phosphoprotein (Nucleolar protein interacting with the FHA domain of pKI-67) (mNIFK)	Nifk Mki67ip	Mus musculus (Mouse)	317	RNA binding [GO:0003723]
DDX41	Q91VN6	reviewed	DDX41_MOUSE	Probable ATP-dependent RNA helicase DDX41 (EC 3.6.4.13) (DEAD box protein 41)	Ddx41	Mus musculus (Mouse)	622	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
ZNF622	Q91VY9	reviewed	ZN622_MOUSE	Cytoplasmic 60S subunit biogenesis factor ZNF622 (Zinc finger protein 622)	Znf622 D15Ertd806e Zfp622	Mus musculus (Mouse)	476	nucleic acid binding [GO:0003676]; preribosome binding [GO:1990275]; zinc ion binding [GO:0008270]
RUSF1	Q91W34	reviewed	RUSF1_MOUSE	RUS family member 1	Rusf1	Mus musculus (Mouse)	466	
SNX15	Q91WE1	reviewed	SNX15_MOUSE	Sorting nexin-15	Snx15	Mus musculus (Mouse)	337	phosphatidylinositol binding [GO:0035091]
SPATS2L	Q91WJ7	reviewed	SPS2L_MOUSE	SPATS2-like protein	Spats2l	Mus musculus (Mouse)	558	
DEPDC7	Q91WS7	reviewed	DEPD7_MOUSE	DEP domain-containing protein 7 (Protein TR2/D15)	Depdc7	Mus musculus (Mouse)	511	
CBS	Q91WT9	reviewed	CBS_MOUSE	Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase)	Cbs	Mus musculus (Mouse)	561	carbon monoxide binding [GO:0070025]; cystathionine beta-synthase activity [GO:0004122]; enzyme binding [GO:0019899]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; modified amino acid binding [GO:0072341]; nitric oxide binding [GO:0070026]; nitrite reductase (NO-forming) activity [GO:0050421]; oxygen binding [GO:0019825]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; S-adenosyl-L-methionine binding [GO:1904047]; ubiquitin protein ligase binding [GO:0031625]
PNPLA3	Q91WW7	reviewed	PLPL3_MOUSE	1-acylglycerol-3-phosphate O-acyltransferase Pnpla3 (EC 2.3.1.51) (Acylglycerol transacylase) (Adiponutrin) (ADPN) (Calcium-independent phospholipase A2-epsilon) (iPLA2-epsilon) (EC 3.1.1.4) (Lysophosphatidic acid acyltransferase) (Patatin-like phospholipase domain-containing protein 3) (EC 3.1.1.3)	Pnpla3 Adpn	Mus musculus (Mouse)	413	1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; diolein transacylation activity [GO:0051265]; long-chain fatty acyl-CoA binding [GO:0036042]; lysophosphatidic acid acyltransferase activity [GO:0042171]; lysophosphatidic acid binding [GO:0035727]; mono-olein transacylation activity [GO:0051264]; phospholipase A2 activity [GO:0004623]; triglyceride lipase activity [GO:0004806]
GCKR	Q91X44	reviewed	GCKR_MOUSE	Glucokinase regulatory protein (GKRP) (Glucokinase regulator)	Gckr	Mus musculus (Mouse)	623	carbohydrate binding [GO:0030246]; enzyme binding [GO:0019899]; enzyme inhibitor activity [GO:0004857]; fructose-6-phosphate binding [GO:0070095]; glucose sensor activity [GO:0141089]; kinase binding [GO:0019900]; kinase inhibitor activity [GO:0019210]; protein domain specific binding [GO:0019904]
DCXR	Q91X52	reviewed	DCXR_MOUSE	L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase)	Dcxr	Mus musculus (Mouse)	244	carbonyl reductase (NADPH) activity [GO:0004090]; identical protein binding [GO:0042802]; L-xylulose reductase (NADP+) activity [GO:0050038]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]
ZFAND2B	Q91X58	reviewed	ZFN2B_MOUSE	AN1-type zinc finger protein 2B (Arsenite-inducible RNA-associated protein-like protein) (AIRAP-like protein)	Zfand2b Airapl	Mus musculus (Mouse)	257	K48-linked polyubiquitin modification-dependent protein binding [GO:0036435]; polyubiquitin modification-dependent protein binding [GO:0031593]; ubiquitin binding [GO:0043130]; zinc ion binding [GO:0008270]
CRELD1	Q91XD7	reviewed	CREL1_MOUSE	Protein disulfide isomerase Creld1 (EC 5.3.4.1) (Cysteine-rich with EGF-like domain protein 1)	Creld1	Mus musculus (Mouse)	420	calcium ion binding [GO:0005509]; protein disulfide isomerase activity [GO:0003756]
WASL	Q91YD9	reviewed	WASL_MOUSE	Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein) (N-WASP)	Wasl	Mus musculus (Mouse)	501	actin binding [GO:0003779]; cytoskeletal protein binding [GO:0008092]; identical protein binding [GO:0042802]
NT5C1B	Q91YE9	reviewed	5NT1B_MOUSE	Cytosolic 5'-nucleotidase 1B (cN1B) (EC 3.1.3.5) (Autoimmune infertility-related protein) (Cytosolic 5'-nucleotidase IB) (cN-IB)	Nt5c1b Airp	Mus musculus (Mouse)	573	5'-nucleotidase activity [GO:0008253]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; XMP 5'-nucleosidase activity [GO:0106411]
RRP1B	Q91YK2	reviewed	RRP1B_MOUSE	Ribosomal RNA processing protein 1 homolog B (RRP1-like protein B)	Rrp1b	Mus musculus (Mouse)	724	transcription coactivator activity [GO:0003713]
REV1	Q920Q2	reviewed	REV1_MOUSE	DNA repair protein REV1 (EC 2.7.7.-) (Rev1-like terminal deoxycytidyl transferase)	Rev1 Rev1l	Mus musculus (Mouse)	1249	damaged DNA binding [GO:0003684]; deoxycytidyl transferase activity [GO:0017125]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]
BRWD1	Q921C3	reviewed	BRWD1_MOUSE	Bromodomain and WD repeat-containing protein 1 (WD repeat-containing protein 9)	Brwd1 Wdr9	Mus musculus (Mouse)	2304	
KLHDC4	Q921I2	reviewed	KLDC4_MOUSE	Kelch domain-containing protein 4	Klhdc4	Mus musculus (Mouse)	584	
SF3B3	Q921M3	reviewed	SF3B3_MOUSE	Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (Spliceosome-associated protein 130) (SAP 130)	Sf3b3 Kiaa0017	Mus musculus (Mouse)	1217	protein-containing complex binding [GO:0044877]; U2 snRNA binding [GO:0030620]
DDX27	Q921N6	reviewed	DDX27_MOUSE	Probable ATP-dependent RNA helicase DDX27 (EC 3.6.4.13) (DEAD box protein 27)	Ddx27	Mus musculus (Mouse)	760	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]
MOB1A	Q921Y0	reviewed	MOB1A_MOUSE	MOB kinase activator 1A (Mob1 homolog 1B) (Mps one binder kinase activator-like 1B)	Mob1a Mobk1b Mobkl1b	Mus musculus (Mouse)	216	metal ion binding [GO:0046872]; protein kinase activator activity [GO:0030295]
IMP3	Q921Y2	reviewed	IMP3_MOUSE	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3)	Imp3	Mus musculus (Mouse)	184	rRNA binding [GO:0019843]; snoRNA binding [GO:0030515]; structural constituent of ribosome [GO:0003735]
PDK3	Q922H2	reviewed	PDK3_MOUSE	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)	Pdk3	Mus musculus (Mouse)	415	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; pyruvate dehydrogenase (acetyl-transferring) kinase activity [GO:0004740]
ZNF330	Q922H9	reviewed	ZN330_MOUSE	Zinc finger protein 330 (Nucleolar autoantigen 36) (Nucleolar cysteine-rich protein)	Znf330 Noa36 Zfp330	Mus musculus (Mouse)	316	zinc ion binding [GO:0008270]
FOXI1	Q922I5	reviewed	FOXI1_MOUSE	Forkhead box protein I1	Foxi1	Mus musculus (Mouse)	372	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]
NOP2	Q922K7	reviewed	NOP2_MOUSE	Probable 28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (Nucleolar protein 1) (Nucleolar protein 2 homolog) (Proliferating-cell nucleolar antigen p120) (Proliferation-associated nucleolar protein p120)	Nop2 Nol1	Mus musculus (Mouse)	793	RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]
GPRC5B	Q923Z0	reviewed	GPC5B_MOUSE	G-protein coupled receptor family C group 5 member B (Retinoic acid-induced gene 2 protein) (RAIG-2)	Gprc5b Raig2	Mus musculus (Mouse)	410	G protein-coupled receptor activity [GO:0004930]; protein kinase activator activity [GO:0030295]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860]
LETMD1	Q924L1	reviewed	LTMD1_MOUSE	LETM1 domain-containing protein 1 (Cervical cancer receptor) (MCC-32)	Letmd1 Mccr	Mus musculus (Mouse)	360	molecular adaptor activity [GO:0060090]; ribosome binding [GO:0043022]
STK33	Q924X7	reviewed	STK33_MOUSE	Serine/threonine-protein kinase 33 (EC 2.7.11.1)	Stk33	Mus musculus (Mouse)	491	ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
XPO6	Q924Z6	reviewed	XPO6_MOUSE	Exportin-6 (Exp6) (Ran-binding protein 20)	Xpo6 Ranbp20	Mus musculus (Mouse)	1125	nuclear export signal receptor activity [GO:0005049]; small GTPase binding [GO:0031267]
RBM43	Q99J64	reviewed	RBM43_MOUSE	RNA-binding protein 43 (RNA-binding motif protein 43)	Rbm43	Mus musculus (Mouse)	343	RNA binding [GO:0003723]
RPP25L	Q99JH1	reviewed	RP25L_MOUSE	Ribonuclease P protein subunit p25-like protein (RNase P protein subunit-like p25) (Rpp25-like protein)	Rpp25l	Mus musculus (Mouse)	163	RNA binding [GO:0003723]
KRCC1	Q99JT5	reviewed	KRCC1_MOUSE	Lysine-rich coiled-coil protein 1	Krcc1	Mus musculus (Mouse)	256	
RTF2	Q99K95	reviewed	RTF2_MOUSE	Replication termination factor 2 (RTF2) (Replication termination factor 2 domain-containing protein 1)	Rtf2 Rtfdc1	Mus musculus (Mouse)	307	DNA binding [GO:0003677]
VWA5A	Q99KC8	reviewed	VMA5A_MOUSE	von Willebrand factor A domain-containing protein 5A (Loss of heterozygosity 11 chromosomal region 2 gene A protein homolog)	Vwa5a Loh11cr2a	Mus musculus (Mouse)	793	
STK24	Q99KH8	reviewed	STK24_MOUSE	Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 35 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)]	Stk24 Mst3 Stk3	Mus musculus (Mouse)	431	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
TCF19	Q99KJ5	reviewed	TCF19_MOUSE	Transcription factor 19-like protein (TCF-19) (SC1 protein homolog)	Tcf19 Sc1	Mus musculus (Mouse)	263	
CMAS	Q99KK2	reviewed	NEUA_MOUSE	N-acylneuraminate cytidylyltransferase (EC 2.7.7.43) (CMP-N-acetylneuraminic acid synthase) (CMP-NeuNAc synthase)	Cmas	Mus musculus (Mouse)	432	N-acylneuraminate cytidylyltransferase activity [GO:0008781]
CRYL1	Q99KP3	reviewed	CRYL1_MOUSE	Lambda-crystallin homolog (EC 1.1.1.45) (L-gulonate 3-dehydrogenase) (Gul3DH)	Cryl1 Cry	Mus musculus (Mouse)	319	L-gulonate 3-dehydrogenase activity [GO:0050104]; NAD+ binding [GO:0070403]; protein homodimerization activity [GO:0042803]
VMP1	Q99KU0	reviewed	VMP1_MOUSE	Vacuole membrane protein 1 (NF-E2-inducible protein 2) (Protein ni-2)	Vmp1	Mus musculus (Mouse)	406	phospholipid scramblase activity [GO:0017128]
GMPR2	Q99L27	reviewed	GMPR2_MOUSE	GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)	Gmpr2	Mus musculus (Mouse)	348	GMP reductase activity [GO:0003920]; metal ion binding [GO:0046872]
RSL24D1	Q99L28	reviewed	RLP24_MOUSE	Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1) (Ribosomal protein L24-like)	Rsl24d1	Mus musculus (Mouse)	163	structural constituent of ribosome [GO:0003735]
EIF2S2	Q99L45	reviewed	IF2B_MOUSE	Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF2-beta)	Eif2s2	Mus musculus (Mouse)	331	metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]
NMD3	Q99L48	reviewed	NMD3_MOUSE	60S ribosomal export protein NMD3	Nmd3	Mus musculus (Mouse)	503	protein-macromolecule adaptor activity [GO:0030674]; ribosomal large subunit binding [GO:0043023]
DNTTIP1	Q99LB0	reviewed	TDIF1_MOUSE	Deoxynucleotidyltransferase terminal-interacting protein 1 (Terminal deoxynucleotidyltransferase-interacting factor 1) (TdIF1) (TdT-interacting factor 1)	Dnttip1 Tdif1	Mus musculus (Mouse)	328	DNA binding [GO:0003677]; enzyme activator activity [GO:0008047]; nucleosome binding [GO:0031491]; protein homodimerization activity [GO:0042803]
TNPO2	Q99LG2	reviewed	TNPO2_MOUSE	Transportin-2 (Karyopherin beta-2b)	Tnpo2	Mus musculus (Mouse)	887	nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]; small GTPase binding [GO:0031267]
GNL2	Q99LH1	reviewed	NOG2_MOUSE	Nucleolar GTP-binding protein 2	Gnl2	Mus musculus (Mouse)	728	GTP binding [GO:0005525]
ABTB1	Q99LJ2	reviewed	ABTB1_MOUSE	Ankyrin repeat and BTB/POZ domain-containing protein 1	Abtb1 Bpoz	Mus musculus (Mouse)	478	translation elongation factor activity [GO:0003746]
CDK5RAP3	Q99LM2	reviewed	CK5P3_MOUSE	CDK5 regulatory subunit-associated protein 3	Cdk5rap3	Mus musculus (Mouse)	503	cyclin binding [GO:0030332]; MDM2/MDM4 family protein binding [GO:0097371]; mitogen-activated protein kinase binding [GO:0051019]; NF-kappaB binding [GO:0051059]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; ubiquitin-like protein ligase binding [GO:0044389]
DOHH	Q99LN9	reviewed	DOHH_MOUSE	Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase)	Dohh	Mus musculus (Mouse)	302	deoxyhypusine monooxygenase activity [GO:0019135]; iron ion binding [GO:0005506]
MBIP	Q99LQ1	reviewed	MBIP1_MOUSE	MAP3K12-binding inhibitory protein 1 (MAPK upstream kinase-binding inhibitory protein) (MUK-binding inhibitory protein)	Mbip	Mus musculus (Mouse)	341	identical protein binding [GO:0042802]; protein kinase inhibitor activity [GO:0004860]
GTPBP4	Q99ME9	reviewed	GTPB4_MOUSE	GTP-binding protein 4 (Chronic renal failure gene protein) (GTP-binding protein NGB) (Nucleolar GTP-binding protein 1)	Gtpbp4 Crfg Nog1	Mus musculus (Mouse)	634	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; preribosome binding [GO:1990275]; RNA binding [GO:0003723]
DDX50	Q99MJ9	reviewed	DDX50_MOUSE	ATP-dependent RNA helicase DDX50 (EC 3.6.4.13) (DEAD box protein 50) (Gu-beta) (Nucleolar protein Gu2)	Ddx50	Mus musculus (Mouse)	734	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
ADAR	Q99MU3	reviewed	DSRAD_MOUSE	Double-stranded RNA-specific adenosine deaminase (DRADA) (EC 3.5.4.37) (RNA adenosine deaminase 1)	Adar	Mus musculus (Mouse)	1178	double-stranded RNA adenosine deaminase activity [GO:0003726]; double-stranded RNA binding [GO:0003725]; left-handed Z-DNA binding [GO:0003692]; metal ion binding [GO:0046872]; tRNA-specific adenosine deaminase activity [GO:0008251]
INO80B	Q99PT3	reviewed	IN80B_MOUSE	INO80 complex subunit B (High mobility group AT-hook 1-like 4) (PAP-1-associated protein 1) (PAPA-1) (Zinc finger HIT domain-containing protein 4)	Ino80b Hmga1l4 Papa1 Znhit4	Mus musculus (Mouse)	375	metal ion binding [GO:0046872]
NPM3	Q9CPP0	reviewed	NPM3_MOUSE	Nucleoplasmin-3	Npm3	Mus musculus (Mouse)	175	chromatin binding [GO:0003682]; histone binding [GO:0042393]; RNA binding [GO:0003723]
HINT3	Q9CPS6	reviewed	HINT3_MOUSE	Adenosine 5'-monophosphoramidase HINT3 (EC 3.9.1.-) (HINT-4) (Histidine triad nucleotide-binding protein 3) (HINT-3)	Hint3 Hint4	Mus musculus (Mouse)	165	adenosine 5'-monophosphoramidase activity [GO:0043530]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]
PNO1	Q9CPS7	reviewed	PNO1_MOUSE	RNA-binding protein PNO1	Pno1	Mus musculus (Mouse)	248	RNA binding [GO:0003723]
NOP16	Q9CPT5	reviewed	NOP16_MOUSE	Nucleolar protein 16	Nop16 D13Wsu177e	Mus musculus (Mouse)	178	
ANAPC11	Q9CPX9	reviewed	APC11_MOUSE	Anaphase-promoting complex subunit 11 (APC11) (Cyclosome subunit 11)	Anapc11	Mus musculus (Mouse)	84	cullin family protein binding [GO:0097602]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]
FBXO36	Q9CQ24	reviewed	FBX36_MOUSE	F-box only protein 36	Fbxo36	Mus musculus (Mouse)	188	
DPH6	Q9CQ28	reviewed	DPH6_MOUSE	Diphthine--ammonia ligase (EC 6.3.1.14) (ATP-binding domain-containing protein 4) (Diphthamide synthase) (Diphthamide synthetase) (Protein DPH6 homolog)	Dph6 Atpbd4	Mus musculus (Mouse)	267	ATP binding [GO:0005524]; diphthine-ammonia ligase activity [GO:0017178]
UBE2T	Q9CQ37	reviewed	UBE2T_MOUSE	Ubiquitin-conjugating enzyme E2 T (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme T) (Ubiquitin carrier protein T) (Ubiquitin-protein ligase T)	Ube2t	Mus musculus (Mouse)	204	ATP binding [GO:0005524]; chromatin binding [GO:0003682]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]
MED21	Q9CQ39	reviewed	MED21_MOUSE	Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21) (RNA polymerase II holoenzyme component SRB7) (RNAPII complex component SRB7)	Med21 Srb7 Surb7	Mus musculus (Mouse)	144	transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]
PTTG1	Q9CQJ7	reviewed	PTTG1_MOUSE	Securin (Pituitary tumor-transforming gene 1 protein)	Pttg1 Pttg	Mus musculus (Mouse)	199	cysteine-type endopeptidase inhibitor activity [GO:0004869]; heat shock protein binding [GO:0031072]; molecular function activator activity [GO:0140677]; ribosome binding [GO:0043022]; SH3 domain binding [GO:0017124]
RDM1	Q9CQK3	reviewed	RDM1_MOUSE	RAD52 motif-containing protein 1	Rdm1	Mus musculus (Mouse)	281	DNA binding [GO:0003677]; RNA binding [GO:0003723]
GEMIN2	Q9CQQ4	reviewed	GEMI2_MOUSE	Gem-associated protein 2 (Gemin-2) (Component of gems 2) (Survival of motor neuron protein-interacting protein 1) (SMN-interacting protein 1)	Gemin2 Sip1	Mus musculus (Mouse)	269	
CLDND1	Q9CQX5	reviewed	CLDN1_MOUSE	Claudin domain-containing protein 1 (Claudin-25)	Cldnd1 Cldn25 D11Moh34	Mus musculus (Mouse)	253	
HSBP1	Q9CQZ1	reviewed	HSBP1_MOUSE	Heat shock factor-binding protein 1	Hsbp1	Mus musculus (Mouse)	76	identical protein binding [GO:0042802]; transcription corepressor activity [GO:0003714]
TMA16	Q9CR02	reviewed	TMA16_MOUSE	Translation machinery-associated protein 16	Tma16	Mus musculus (Mouse)	221	preribosome binding [GO:1990275]
POP4	Q9CR08	reviewed	RPP29_MOUSE	Ribonuclease P protein subunit p29	Pop4 Rpp29	Mus musculus (Mouse)	221	ribonuclease P activity [GO:0004526]; ribonuclease P RNA binding [GO:0033204]
PPID	Q9CR16	reviewed	PPID_MOUSE	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Rotamase D)	Ppid	Mus musculus (Mouse)	370	cyclosporin A binding [GO:0016018]; enzyme binding [GO:0019899]; FK506 binding [GO:0005528]; heat shock protein binding [GO:0031072]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; nuclear estrogen receptor binding [GO:0030331]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; transcription factor binding [GO:0008134]
NUDT8	Q9CR24	reviewed	NUDT8_MOUSE	Mitochondrial coenzyme A diphosphatase NUDT8 (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 8) (Nudix motif 8)	Nudt8	Mus musculus (Mouse)	210	coenzyme A diphosphatase activity [GO:0010945]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]
PPDPF	Q9CR37	reviewed	PPDPF_MOUSE	Pancreatic progenitor cell differentiation and proliferation factor (Exocrine differentiation and proliferation factor)	Ppdpf Exdpf	Mus musculus (Mouse)	115	
NSA2	Q9CR47	reviewed	NSA2_MOUSE	Ribosome biogenesis protein NSA2 homolog (L-name-related protein 42) (LNR42) (TGF-beta-inducible nuclear protein 1)	Nsa2 Tinp1	Mus musculus (Mouse)	260	
ATP6V1G1	Q9CR51	reviewed	VATG1_MOUSE	V-type proton ATPase subunit G 1 (V-ATPase subunit G 1) (V-ATPase 13 kDa subunit 1) (Vacuolar proton pump subunit G 1)	Atp6v1g1 Atp6g1	Mus musculus (Mouse)	118	ATP hydrolysis activity [GO:0016887]; ATPase binding [GO:0051117]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
NKIRAS2	Q9CR56	reviewed	KBRS2_MOUSE	NF-kappa-B inhibitor-interacting Ras-like protein 2 (I-kappa-B-interacting Ras-like protein 2) (Kappa B-Ras protein 2) (KappaB-Ras2)	Nkiras2	Mus musculus (Mouse)	191	GTP binding [GO:0005525]; GTPase activating protein binding [GO:0032794]; GTPase activity [GO:0003924]
FAM32A	Q9CR80	reviewed	FA32A_MOUSE	Protein FAM32A (Ovarian tumor associated gene 12) (OTAG-12)	Fam32a Otag12 MNCb-3154	Mus musculus (Mouse)	112	
EXOSC5	Q9CRA8	reviewed	EXOS5_MOUSE	Exosome complex component RRP46 (Exosome component 5) (Ribosomal RNA-processing protein 46)	Exosc5 D7Wsu180e Rrp46	Mus musculus (Mouse)	235	DNA binding [GO:0003677]
LRRC40	Q9CRC8	reviewed	LRC40_MOUSE	Leucine-rich repeat-containing protein 40	Lrrc40	Mus musculus (Mouse)	602	
ATXN3	Q9CVD2	reviewed	ATX3_MOUSE	Ataxin-3 (EC 3.4.19.12) (Machado-Joseph disease protein 1 homolog)	Atxn3 Mjd	Mus musculus (Mouse)	355	ATPase binding [GO:0051117]; cysteine-type deubiquitinase activity [GO:0004843]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; K48-linked deubiquitinase activity [GO:1990380]; K63-linked deubiquitinase activity [GO:0061578]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription corepressor binding [GO:0001222]; ubiquitin protein ligase binding [GO:0031625]
FAM133B	Q9CVI2	reviewed	F133B_MOUSE	Protein FAM133B	Fam133b	Mus musculus (Mouse)	245	
GTSF1L	Q9CWD0	reviewed	GTSFL_MOUSE	Gametocyte-specific factor 1-like (Protein FAM112A)	Gtsf1l Fam112a	Mus musculus (Mouse)	151	metal ion binding [GO:0046872]
PFDN1	Q9CWM4	reviewed	PFD1_MOUSE	Prefoldin subunit 1	Pfdn1	Mus musculus (Mouse)	122	amyloid-beta binding [GO:0001540]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]
DPH5	Q9CWQ0	reviewed	DPH5_MOUSE	Diphthine methyl ester synthase (EC 2.1.1.314) (Diphthamide biosynthesis methyltransferase)	Dph5	Mus musculus (Mouse)	281	diphthine synthase activity [GO:0004164]
DDAH1	Q9CWS0	reviewed	DDAH1_MOUSE	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)	Ddah1	Mus musculus (Mouse)	285	amino acid binding [GO:0016597]; dimethylargininase activity [GO:0016403]; zinc ion binding [GO:0008270]
SNX10	Q9CWT3	reviewed	SNX10_MOUSE	Sorting nexin-10	Snx10	Mus musculus (Mouse)	201	1-phosphatidylinositol binding [GO:0005545]; ATPase binding [GO:0051117]; phosphatidylinositol phosphate binding [GO:1901981]
DDX28	Q9CWT6	reviewed	DDX28_MOUSE	Probable ATP-dependent RNA helicase DDX28 (EC 3.6.4.13) (Mitochondrial DEAD box protein 28)	Ddx28	Mus musculus (Mouse)	540	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA helicase activity [GO:0003724]; rRNA binding [GO:0019843]
