From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
MAP3K14	Q99558	reviewed	M3K14_HUMAN	Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK)	MAP3K14 NIK	Homo sapiens (Human)	947	ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
OMD	Q99983	reviewed	OMD_HUMAN	Osteomodulin (Keratan sulfate proteoglycan osteomodulin) (KSPG osteomodulin) (Osteoadherin) (OSAD)	OMD SLRR2C UNQ190/PRO216	Homo sapiens (Human)	421	
KXD1	Q9BQD3	reviewed	KXDL1_HUMAN	KxDL motif-containing protein 1	KXD1 C19orf50	Homo sapiens (Human)	176	
MYBBP1A	Q9BQG0	reviewed	MBB1A_HUMAN	Myb-binding protein 1A	MYBBP1A P160	Homo sapiens (Human)	1328	E-box binding [GO:0070888]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; transcription corepressor activity [GO:0003714]
PELO	Q9BRX2	reviewed	PELO_HUMAN	Protein pelota homolog (hPelota) (Protein Dom34 homolog)	PELO CGI-17	Homo sapiens (Human)	385	metal ion binding [GO:0046872]; ribosome binding [GO:0043022]; stalled ribosome sensor activity [GO:0170011]
TMEM79	Q9BSE2	reviewed	TMM79_HUMAN	Transmembrane protein 79 (Mattrin)	TMEM79 MATT	Homo sapiens (Human)	394	identical protein binding [GO:0042802]
BTBD10	Q9BSF8	reviewed	BTBDA_HUMAN	BTB/POZ domain-containing protein 10 (Glucose metabolism-related protein 1)	BTBD10 GMRP1	Homo sapiens (Human)	475	
PHAF1	Q9BSU1	reviewed	PHAF1_HUMAN	Phagosome assembly factor 1	PHAF1 C16orf6 C16orf70	Homo sapiens (Human)	422	
ALG1	Q9BT22	reviewed	ALG1_HUMAN	Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1 homolog) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase) (Mannosyltransferase-1) (MT-1) (hMat-1)	ALG1 HMAT1 HMT1 PSEC0061 UNQ861/PRO1870	Homo sapiens (Human)	464	chitobiosyldiphosphodolichol beta-mannosyltransferase activity [GO:0004578]; mannosyltransferase activity [GO:0000030]
EFHD1	Q9BUP0	reviewed	EFHD1_HUMAN	EF-hand domain-containing protein D1 (EF-hand domain-containing protein 1) (Swiprosin-2)	EFHD1 SWS2 PP3051	Homo sapiens (Human)	239	calcium ion binding [GO:0005509]; calcium ion sensor activity [GO:0061891]
TRAF4	Q9BUZ4	reviewed	TRAF4_HUMAN	TNF receptor-associated factor 4 (EC 2.3.2.27) (Cysteine-rich domain associated with RING and Traf domains protein 1) (Metastatic lymph node gene 62 protein) (MLN 62) (RING finger protein 83)	TRAF4 CART1 MLN62 RNF83	Homo sapiens (Human)	470	identical protein binding [GO:0042802]; protein kinase binding [GO:0019901]; thioesterase binding [GO:0031996]; transferase activity [GO:0016740]; tumor necrosis factor receptor binding [GO:0005164]; ubiquitin protein ligase binding [GO:0031625]; WW domain binding [GO:0050699]; zinc ion binding [GO:0008270]
MRI1	Q9BV20	reviewed	MTNA_HUMAN	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (Mediator of RhoA-dependent invasion) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	MRI1 MRDI UNQ6390/PRO21135	Homo sapiens (Human)	369	identical protein binding [GO:0042802]; S-methyl-5-thioribose-1-phosphate isomerase activity [GO:0046523]
TPPP3	Q9BW30	reviewed	TPPP3_HUMAN	Tubulin polymerization-promoting protein family member 3 (TPPP/p20)	TPPP3 CGI-38	Homo sapiens (Human)	176	tubulin binding [GO:0015631]
CACNG6	Q9BXT2	reviewed	CCG6_HUMAN	Voltage-dependent calcium channel gamma-6 subunit (Neuronal voltage-gated calcium channel gamma-6 subunit)	CACNG6	Homo sapiens (Human)	260	calcium channel regulator activity [GO:0005246]; voltage-gated calcium channel activity [GO:0005245]
KDM5D	Q9BY66	reviewed	KDM5D_HUMAN	Lysine-specific demethylase 5D (EC 1.14.11.67) (Histocompatibility Y antigen) (H-Y) (Histone demethylase JARID1D) (Jumonji/ARID domain-containing protein 1D) (Protein SmcY) ([histone H3]-trimethyl-L-lysine(4) demethylase 5D)	KDM5D HY HYA JARID1D KIAA0234 SMCY	Homo sapiens (Human)	1539	DNA binding [GO:0003677]; histone demethylase activity [GO:0032452]; histone H3K4 demethylase activity [GO:0032453]; histone H3K4me/H3K4me2/H3K4me3 demethylase activity [GO:0034647]; metal ion binding [GO:0046872]; nuclear androgen receptor binding [GO:0050681]
ZFHX2	Q9C0A1	reviewed	ZFHX2_HUMAN	Zinc finger homeobox protein 2 (Zinc finger homeodomain protein 2) (ZFH-2)	ZFHX2 KIAA1056 KIAA1762 ZNF409	Homo sapiens (Human)	2572	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
WDR33	Q9C0J8	reviewed	WDR33_HUMAN	pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein of 146 kDa)	WDR33 WDC146	Homo sapiens (Human)	1336	RNA binding [GO:0003723]
BCL11B	Q9C0K0	reviewed	BC11B_HUMAN	B-cell lymphoma/leukemia 11B (BCL-11B) (B-cell CLL/lymphoma 11B) (COUP-TF-interacting protein 2) (Radiation-induced tumor suppressor gene 1 protein) (hRit1)	BCL11B CTIP2 RIT1	Homo sapiens (Human)	894	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
POLR1E	Q9GZS1	reviewed	RPA49_HUMAN	DNA-directed RNA polymerase I subunit RPA49 (RNA polymerase I subunit A49) (DNA-directed RNA polymerase I subunit E) (RNA polymerase I-associated factor 1) (RNA polymerase I-associated factor 53)	POLR1E PAF53 PRAF1	Homo sapiens (Human)	419	DNA binding [GO:0003677]; RNA polymerase I general transcription initiation factor binding [GO:0001179]
USP44	Q9H0E7	reviewed	UBP44_HUMAN	Ubiquitin carboxyl-terminal hydrolase 44 (EC 3.4.19.12) (Deubiquitinating enzyme 44) (Ubiquitin thioesterase 44) (Ubiquitin-specific-processing protease 44)	USP44	Homo sapiens (Human)	712	cysteine-type deubiquitinase activity [GO:0004843]; deubiquitinase activity [GO:0101005]; zinc ion binding [GO:0008270]
SPNS1	Q9H2V7	reviewed	SPNS1_HUMAN	Protein spinster homolog 1 (HSpin1) (SPNS1) (Spinster-like protein 1)	SPNS1 SPIN1 PP20300	Homo sapiens (Human)	528	transmembrane transporter activity [GO:0022857]
DSN1	Q9H410	reviewed	DSN1_HUMAN	Kinetochore-associated protein DSN1 homolog	DSN1 C20orf172 MIS13	Homo sapiens (Human)	356	
HEATR1	Q9H583	reviewed	HEAT1_HUMAN	HEAT repeat-containing protein 1 (Protein BAP28) (U3 small nucleolar RNA-associated protein 10 homolog) [Cleaved into: HEAT repeat-containing protein 1, N-terminally processed]	HEATR1 BAP28 UTP10	Homo sapiens (Human)	2144	RNA binding [GO:0003723]; snoRNA binding [GO:0030515]
YY1AP1	Q9H869	reviewed	YYAP1_HUMAN	YY1-associated protein 1 (Hepatocellular carcinoma susceptibility protein) (Hepatocellular carcinoma-associated protein 2)	YY1AP1 HCCA2 YY1AP	Homo sapiens (Human)	796	transcription coregulator activity [GO:0003712]
WDR76	Q9H967	reviewed	WDR76_HUMAN	WD repeat-containing protein 76	WDR76	Homo sapiens (Human)	626	DNA binding [GO:0003677]; enzyme binding [GO:0019899]
NHEJ1	Q9H9Q4	reviewed	NHEJ1_HUMAN	Non-homologous end-joining factor 1 (Protein cernunnos) (XRCC4-like factor)	NHEJ1 XLF	Homo sapiens (Human)	299	DNA end binding [GO:0045027]; DNA polymerase binding [GO:0070182]
POLR1B	Q9H9Y6	reviewed	RPA2_HUMAN	DNA-directed RNA polymerase I subunit RPA2 (RNA polymerase I subunit 2) (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (RPA135)	POLR1B	Homo sapiens (Human)	1135	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; DNA/RNA hybrid binding [GO:0071667]; metal ion binding [GO:0046872]; ribonucleoside binding [GO:0032549]
SAP30L	Q9HAJ7	reviewed	SP30L_HUMAN	Histone deacetylase complex subunit SAP30L (HCV non-structural protein 4A-transactivated protein 2) (Sin3 corepressor complex subunit SAP30L) (Sin3-associated protein p30-like)	SAP30L NS4ATP2	Homo sapiens (Human)	183	DNA binding [GO:0003677]; histone binding [GO:0042393]; non-sequence-specific DNA binding, bending [GO:0044378]; nucleosome binding [GO:0031491]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; transcription coregulator activity [GO:0003712]; zinc ion binding [GO:0008270]
PAK6	Q9NQU5	reviewed	PAK6_HUMAN	Serine/threonine-protein kinase PAK 6 (EC 2.7.11.1) (PAK-5) (p21-activated kinase 6) (PAK-6)	PAK6 PAK5	Homo sapiens (Human)	681	ATP binding [GO:0005524]; cadherin binding [GO:0045296]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
PRDM10	Q9NQV6	reviewed	PRD10_HUMAN	PR domain zinc finger protein 10 (EC 2.1.1.-) (PR domain-containing protein 10) (Tristanin)	PRDM10 KIAA1231 PFM7 TRIS	Homo sapiens (Human)	1147	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]
ANKEF1	Q9NU02	reviewed	ANKE1_HUMAN	Ankyrin repeat and EF-hand domain-containing protein 1 (Ankyrin repeat domain-containing protein 5)	ANKEF1 ANKRD5	Homo sapiens (Human)	776	calcium ion binding [GO:0005509]
GINM1	Q9NU53	reviewed	GINM1_HUMAN	Glycoprotein integral membrane protein 1	GINM1 C6orf72 UNQ710/PRO1361	Homo sapiens (Human)	330	
PRMT7	Q9NVM4	reviewed	ANM7_HUMAN	Protein arginine N-methyltransferase 7 (EC 2.1.1.321) (Histone-arginine N-methyltransferase PRMT7) ([Myelin basic protein]-arginine N-methyltransferase PRMT7)	PRMT7 KIAA1933	Homo sapiens (Human)	692	histone binding [GO:0042393]; histone H4 methyltransferase activity [GO:0140939]; histone H4R3 methyltransferase activity [GO:0044020]; protein-arginine omega-N monomethyltransferase activity [GO:0035241]; protein-arginine omega-N symmetric methyltransferase activity [GO:0035243]; ribonucleoprotein complex binding [GO:0043021]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
DZANK1	Q9NVP4	reviewed	DZAN1_HUMAN	Double zinc ribbon and ankyrin repeat-containing protein 1	DZANK1 C20orf12 C20orf84	Homo sapiens (Human)	752	metal ion binding [GO:0046872]
RBFOX1	Q9NWB1	reviewed	RFOX1_HUMAN	RNA binding protein fox-1 homolog 1 (Ataxin-2-binding protein 1) (Fox-1 homolog A) (Hexaribonucleotide-binding protein 1)	RBFOX1 A2BP A2BP1 FOX1 HRNBP1	Homo sapiens (Human)	397	mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]
ZNF586	Q9NXT0	reviewed	ZN586_HUMAN	Zinc finger protein 586	ZNF586	Homo sapiens (Human)	402	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
CARF	Q9NXV6	reviewed	CARF_HUMAN	CDKN2A-interacting protein (Collaborator of ARF)	CDKN2AIP CARF	Homo sapiens (Human)	580	p53 binding [GO:0002039]; RNA binding [GO:0003723]
COA4	Q9NYJ1	reviewed	COA4_HUMAN	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing protein 8) (E2-induced gene 2 protein)	COA4 CHCHD8 E2IG2	Homo sapiens (Human)	87	
TFCP2L1	Q9NZI6	reviewed	TF2L1_HUMAN	Transcription factor CP2-like protein 1 (CP2-related transcriptional repressor 1) (CRTR-1) (Transcription factor LBP-9)	TFCP2L1 CRTR1 LBP9	Homo sapiens (Human)	479	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
TMOD2	Q9NZR1	reviewed	TMOD2_HUMAN	Tropomodulin-2 (Neuronal tropomodulin) (N-Tmod)	TMOD2 NTMOD	Homo sapiens (Human)	351	actin binding [GO:0003779]; tropomyosin binding [GO:0005523]
THYN1	Q9P016	reviewed	THYN1_HUMAN	Thymocyte nuclear protein 1 (Thymocyte protein Thy28)	THYN1 THY28 HSPC144 MDS012 My0054	Homo sapiens (Human)	225	
CRIPT	Q9P021	reviewed	CRIPT_HUMAN	Cysteine-rich PDZ-binding protein (Cysteine-rich interactor of PDZ three) (Cysteine-rich interactor of PDZ3)	CRIPT HSPC139	Homo sapiens (Human)	101	microtubule binding [GO:0008017]; PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]; scaffold protein binding [GO:0097110]
FOXJ2	Q9P0K8	reviewed	FOXJ2_HUMAN	Forkhead box protein J2 (Fork head homologous X)	FOXJ2 FHX	Homo sapiens (Human)	574	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]
POLR1H	Q9P1U0	reviewed	RPA12_HUMAN	DNA-directed RNA polymerase I subunit RPA12 (DNA-directed RNA polymerase I subunit H) (Zinc ribbon domain-containing protein 1)	POLR1H RPA12 ZNRD1	Homo sapiens (Human)	126	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
CTTNBP2NL	Q9P2B4	reviewed	CT2NL_HUMAN	CTTNBP2 N-terminal-like protein	CTTNBP2NL KIAA1433	Homo sapiens (Human)	639	protein phosphatase 2A binding [GO:0051721]
CFAP97	Q9P2B7	reviewed	CFA97_HUMAN	Cilia- and flagella-associated protein 97	CFAP97 KIAA1430	Homo sapiens (Human)	532	
USP35	Q9P2H5	reviewed	UBP35_HUMAN	Ubiquitin carboxyl-terminal hydrolase 35 (EC 3.4.19.12) (Deubiquitinating enzyme 35) (Ubiquitin thioesterase 35) (Ubiquitin-specific-processing protease 35)	USP35 KIAA1372 USP34	Homo sapiens (Human)	1018	cysteine-type deubiquitinase activity [GO:0004843]
SUCO	Q9UBS9	reviewed	SUCO_HUMAN	SUN domain-containing ossification factor (Membrane protein CH1) (Protein osteopotentia homolog) (SUN-like protein 1)	SUCO C1orf9 CH1 OPT SLP1	Homo sapiens (Human)	1254	
APEX2	Q9UBZ4	reviewed	APEX2_HUMAN	DNA-(apurinic or apyrimidinic site) endonuclease 2 (EC 3.1.11.2) (AP endonuclease XTH2) (APEX nuclease 2) (APEX nuclease-like 2) (Apurinic-apyrimidinic endonuclease 2) (AP endonuclease 2)	APEX2 APE2 APEXL2 XTH2	Homo sapiens (Human)	518	DNA binding [GO:0003677]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; double-stranded DNA 3'-5' DNA exonuclease activity [GO:0008311]; endonuclease activity [GO:0004519]; phosphoric diester hydrolase activity [GO:0008081]; zinc ion binding [GO:0008270]
NKX1-2	Q9UD57	reviewed	NKX12_HUMAN	NK1 transcription factor-related protein 2 (Homeobox protein SAX-1) (NKX-1.1)	NKX1-2 C10orf121 NKX1.1	Homo sapiens (Human)	310	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
MALT1	Q9UDY8	reviewed	MALT1_HUMAN	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 (EC 3.4.22.-) (MALT lymphoma-associated translocation) (Paracaspase)	MALT1 MLT	Homo sapiens (Human)	824	cysteine-type endopeptidase activity [GO:0004197]; endopeptidase activity [GO:0004175]; identical protein binding [GO:0042802]; peptidase activity [GO:0008233]; protease binding [GO:0002020]; protein self-association [GO:0043621]; small molecule binding [GO:0036094]; ubiquitin-protein transferase activity [GO:0004842]
AFF4	Q9UHB7	reviewed	AFF4_HUMAN	AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein)	AFF4 AF5Q31 MCEF HSPC092	Homo sapiens (Human)	1163	
IP6K2	Q9UHH9	reviewed	IP6K2_HUMAN	Inositol hexakisphosphate kinase 2 (InsP6 kinase 2) (InsP6K2) (EC 2.7.4.-) (P(i)-uptake stimulator) (PiUS)	IP6K2 IHPK2 TCCCIA00113	Homo sapiens (Human)	426	ATP binding [GO:0005524]; flavonoid binding [GO:0097243]; inositol 5-diphosphate pentakisphosphate 5-kinase activity [GO:0052836]; inositol diphosphate tetrakisphosphate kinase activity [GO:0052839]; inositol heptakisphosphate kinase activity [GO:0000829]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate kinase activity [GO:0000828]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]
ZNF112	Q9UJU3	reviewed	ZN112_HUMAN	Zinc finger protein 112 (Zfp-112) (Zinc finger protein 228)	ZNF112 ZFP112 ZNF228	Homo sapiens (Human)	913	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
LSM7	Q9UK45	reviewed	LSM7_HUMAN	U6 snRNA-associated Sm-like protein LSm7	LSM7	Homo sapiens (Human)	103	U6 snRNA binding [GO:0017070]
RCAN3	Q9UKA8	reviewed	RCAN3_HUMAN	Calcipressin-3 (Down syndrome candidate region 1-like protein 2) (Myocyte-enriched calcineurin-interacting protein 3) (MCIP3) (Regulator of calcineurin 3)	RCAN3 DSCR1L2	Homo sapiens (Human)	241	calcium-dependent protein serine/threonine phosphatase regulator activity [GO:0008597]; phosphatase binding [GO:0019902]; RNA binding [GO:0003723]; troponin I binding [GO:0031013]
TAOK2	Q9UL54	reviewed	TAOK2_HUMAN	Serine/threonine-protein kinase TAO2 (EC 2.7.11.1) (Kinase from chicken homolog C) (hKFC-C) (Prostate-derived sterile 20-like kinase 1) (PSK-1) (PSK1) (Prostate-derived STE20-like kinase 1) (Thousand and one amino acid protein kinase 2)	TAOK2 KIAA0881 MAP3K17 PSK PSK1 UNQ2971/PRO7431	Homo sapiens (Human)	1235	ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; mitogen-activated protein kinase kinase binding [GO:0031434]; neuropilin binding [GO:0038191]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase activity [GO:0004674]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]
OGDHL	Q9ULD0	reviewed	OGDHL_HUMAN	2-oxoglutarate dehydrogenase-like, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1-like) (OGDC-E1-like) (Alpha-ketoglutarate dehydrogenase-like)	OGDHL KIAA1290	Homo sapiens (Human)	1010	metal ion binding [GO:0046872]; oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]
SPATA2	Q9UM82	reviewed	SPAT2_HUMAN	Spermatogenesis-associated protein 2	SPATA2 KIAA0757 PD1	Homo sapiens (Human)	520	protein-containing complex binding [GO:0044877]; signaling receptor complex adaptor activity [GO:0030159]; ubiquitin-specific protease binding [GO:1990381]
TBX20	Q9UMR3	reviewed	TBX20_HUMAN	T-box transcription factor TBX20 (T-box protein 20)	TBX20	Homo sapiens (Human)	447	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific double-stranded DNA binding [GO:1990837]
LHX6	Q9UPM6	reviewed	LHX6_HUMAN	LIM/homeobox protein Lhx6 (LIM homeobox protein 6) (LIM/homeobox protein Lhx6.1)	LHX6 LHX6.1	Homo sapiens (Human)	363	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]
CILK1	Q9UPZ9	reviewed	CILK1_HUMAN	Serine/threonine-protein kinase ICK (EC 2.7.11.1) (Ciliogenesis associated kinase 1) (Intestinal cell kinase) (hICK) (Laryngeal cancer kinase 2) (LCK2) (MAK-related kinase) (MRK)	CILK1 ICK KIAA0936	Homo sapiens (Human)	632	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
DCAF1	Q9Y4B6	reviewed	DCAF1_HUMAN	DDB1- and CUL4-associated factor 1 (HIV-1 Vpr-binding protein) (VprBP) (Serine/threonine-protein kinase VPRBP) (EC 2.7.11.1) (Vpr-interacting protein)	DCAF1 KIAA0800 RIP VPRBP	Homo sapiens (Human)	1507	ATP binding [GO:0005524]; histone H2AT120 kinase activity [GO:1990244]; nuclear estrogen receptor binding [GO:0030331]; protein serine kinase activity [GO:0106310]; ubiquitin ligase-substrate adaptor activity [GO:1990756]
LRP12	Q9Y561	reviewed	LRP12_HUMAN	Low-density lipoprotein receptor-related protein 12 (LDLR-related protein 12) (LRP-12) (Suppressor of tumorigenicity 7 protein)	LRP12 ST7	Homo sapiens (Human)	859	low-density lipoprotein particle receptor activity [GO:0005041]
SUPT16H	Q9Y5B9	reviewed	SP16H_HUMAN	FACT complex subunit SPT16 (Chromatin-specific transcription elongation factor 140 kDa subunit) (FACT 140 kDa subunit) (FACTp140) (Facilitates chromatin transcription complex subunit SPT16) (hSPT16)	SUPT16H FACT140 FACTP140	Homo sapiens (Human)	1047	nucleosome binding [GO:0031491]; RNA binding [GO:0003723]
TIMM13	Q9Y5L4	reviewed	TIM13_HUMAN	Mitochondrial import inner membrane translocase subunit Tim13	TIMM13 TIM13B TIMM13A TIMM13B	Homo sapiens (Human)	95	zinc ion binding [GO:0008270]
ORC6	Q9Y5N6	reviewed	ORC6_HUMAN	Origin recognition complex subunit 6	ORC6 ORC6L	Homo sapiens (Human)	252	DNA binding [GO:0003677]
FADS3	Q9Y5Q0	reviewed	FADS3_HUMAN	Fatty acid desaturase 3 (FADS3) (EC 1.14.19.-) (Delta(13) fatty acid desaturase) (Delta(13) desaturase)	FADS3 CYB5RP	Homo sapiens (Human)	445	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water [GO:0016717]
GTF3C3	Q9Y5Q9	reviewed	TF3C3_HUMAN	General transcription factor 3C polypeptide 3 (Transcription factor IIIC 102 kDa subunit) (TFIIIC 102 kDa subunit) (TFIIIC102) (Transcription factor IIIC subunit gamma) (TF3C-gamma)	GTF3C3	Homo sapiens (Human)	886	DNA binding [GO:0003677]; RNA polymerase III general transcription initiation factor activity [GO:0000995]
PXMP4	Q9Y6I8	reviewed	PXMP4_HUMAN	Peroxisomal membrane protein 4 (24 kDa peroxisomal intrinsic membrane protein)	PXMP4 PMP24	Homo sapiens (Human)	212	
SESN1	Q9Y6P5	reviewed	SESN1_HUMAN	Sestrin-1 (EC 1.11.1.-) (p53-regulated protein PA26)	SESN1 PA26 SEST1	Homo sapiens (Human)	492	leucine binding [GO:0070728]; oxidoreductase activity, acting on peroxide as acceptor [GO:0016684]
