From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
QTRT2	Q9H974	reviewed	QTRT2_HUMAN	Queuine tRNA-ribosyltransferase accessory subunit 2 (Queuine tRNA-ribosyltransferase domain-containing protein 1)	QTRT2 QTRTD1	Homo sapiens (Human)	415	metal ion binding [GO:0046872]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; tRNA binding [GO:0000049]; tRNA-guanosine(34) queuine transglycosylase activity [GO:0008479]
LRRC40	Q9H9A6	reviewed	LRC40_HUMAN	Leucine-rich repeat-containing protein 40	LRRC40	Homo sapiens (Human)	602	
USP42	Q9H9J4	reviewed	UBP42_HUMAN	Ubiquitin carboxyl-terminal hydrolase 42 (EC 3.4.19.12) (Deubiquitinating enzyme 42) (Ubiquitin thioesterase 42) (Ubiquitin-specific-processing protease 42)	USP42	Homo sapiens (Human)	1324	cysteine-type deubiquitinase activity [GO:0004843]
RPF1	Q9H9Y2	reviewed	RPF1_HUMAN	Ribosome production factor 1 (Brix domain-containing protein 5) (Ribosome biogenesis protein RPF1)	RPF1 BXDC5	Homo sapiens (Human)	349	RNA binding [GO:0003723]; rRNA primary transcript binding [GO:0042134]
LIN28A	Q9H9Z2	reviewed	LN28A_HUMAN	Protein lin-28 homolog A (Lin-28A) (Zinc finger CCHC domain-containing protein 1)	LIN28A CSDD1 LIN28 ZCCHC1	Homo sapiens (Human)	209	G-quadruplex RNA binding [GO:0002151]; miRNA binding [GO:0035198]; mRNA binding [GO:0003729]; polysome binding [GO:1905538]; pre-miRNA binding [GO:0070883]; protein-RNA adaptor activity [GO:0140517]; RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]; translation initiation factor binding [GO:0031369]; zinc ion binding [GO:0008270]
UCK1	Q9HA47	reviewed	UCK1_HUMAN	Uridine-cytidine kinase 1 (UCK 1) (EC 2.7.1.48) (Cytidine monophosphokinase 1) (Uridine monophosphokinase 1)	UCK1 URK1	Homo sapiens (Human)	277	ATP binding [GO:0005524]; cytidine kinase activity [GO:0043771]; uridine kinase activity [GO:0004849]
PELI2	Q9HAT8	reviewed	PELI2_HUMAN	E3 ubiquitin-protein ligase pellino homolog 2 (Pellino-2) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase pellino homolog 2)	PELI2	Homo sapiens (Human)	420	ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450]
BRF2	Q9HAW0	reviewed	BRF2_HUMAN	Transcription factor IIIB 50 kDa subunit (TFIIIB50) (hTFIIIB50) (B-related factor 2) (BRF-2) (hBRFU)	BRF2 BRFU PRO1470	Homo sapiens (Human)	419	metal ion binding [GO:0046872]; RNA polymerase III type 3 promoter sequence-specific DNA binding [GO:0001006]; TBP-class protein binding [GO:0017025]
ELL3	Q9HB65	reviewed	ELL3_HUMAN	RNA polymerase II elongation factor ELL3	ELL3	Homo sapiens (Human)	397	cis-regulatory region sequence-specific DNA binding [GO:0000987]
ZNF286A	Q9HBT8	reviewed	Z286A_HUMAN	Zinc finger protein 286A	ZNF286A KIAA1874 ZNF286	Homo sapiens (Human)	521	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
POPDC3	Q9HBV1	reviewed	POPD3_HUMAN	Popeye domain-containing protein 3 (Popeye protein 3)	POPDC3 POP3	Homo sapiens (Human)	291	cAMP binding [GO:0030552]
RESF1	Q9HCM1	reviewed	RESF1_HUMAN	Retroelement silencing factor 1	RESF1 C12orf35 KIAA1551	Homo sapiens (Human)	1747	histone binding [GO:0042393]; histone methyltransferase binding [GO:1990226]
UBE2T	Q9NPD8	reviewed	UBE2T_HUMAN	Ubiquitin-conjugating enzyme E2 T (EC 2.3.2.23) (Cell proliferation-inducing gene 50 protein) (E2 ubiquitin-conjugating enzyme T) (Ubiquitin carrier protein T) (Ubiquitin-protein ligase T)	UBE2T HSPC150 PIG50	Homo sapiens (Human)	197	ATP binding [GO:0005524]; chromatin binding [GO:0003682]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]
KRCC1	Q9NPI7	reviewed	KRCC1_HUMAN	Lysine-rich coiled-coil protein 1 (Cryptogenic hepatitis-binding protein 2)	KRCC1 CHBP2 BM-003 BM-044	Homo sapiens (Human)	259	
MRPL40	Q9NQ50	reviewed	RM40_HUMAN	Large ribosomal subunit protein mL40 (39S ribosomal protein L40, mitochondrial) (L40mt) (MRP-L40) (Nuclear localization signal-containing protein deleted in velocardiofacial syndrome) (Up-regulated in metastasis)	MRPL40 NLVCF URIM	Homo sapiens (Human)	206	RNA binding [GO:0003723]
HINT3	Q9NQE9	reviewed	HINT3_HUMAN	Adenosine 5'-monophosphoramidase HINT3 (EC 3.9.1.-) (Histidine triad nucleotide-binding protein 3) (HINT-3)	HINT3	Homo sapiens (Human)	182	adenosine 5'-monophosphoramidase activity [GO:0043530]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]
EXOSC5	Q9NQT4	reviewed	EXOS5_HUMAN	Exosome complex component RRP46 (Chronic myelogenous leukemia tumor antigen 28) (Exosome component 5) (Ribosomal RNA-processing protein 46) (p12B)	EXOSC5 CML28 RRP46	Homo sapiens (Human)	235	3'-5'-RNA exonuclease activity [GO:0000175]; DNA binding [GO:0003677]
PRDM5	Q9NQX1	reviewed	PRDM5_HUMAN	PR domain zinc finger protein 5 (EC 2.1.1.-) (PR domain-containing protein 5)	PRDM5 PFM2	Homo sapiens (Human)	630	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor binding [GO:0140297]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976]
UTP3	Q9NQZ2	reviewed	SAS10_HUMAN	Something about silencing protein 10 (Charged amino acid-rich leucine zipper 1) (CRL1) (Disrupter of silencing SAS10) (UTP3 homolog)	UTP3 CRLZ1 SAS10	Homo sapiens (Human)	479	RNA binding [GO:0003723]
ZNF71	Q9NQZ8	reviewed	ZNF71_HUMAN	Endothelial zinc finger protein induced by tumor necrosis factor alpha (Zinc finger protein 71)	ZNF71 EZFIT	Homo sapiens (Human)	489	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
BATF3	Q9NR55	reviewed	BATF3_HUMAN	Basic leucine zipper transcriptional factor ATF-like 3 (B-ATF-3) (21 kDa small nuclear factor isolated from T-cells) (Jun dimerization protein p21SNFT)	BATF3 SNFT	Homo sapiens (Human)	127	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
POLE3	Q9NRF9	reviewed	DPOE3_HUMAN	DNA polymerase epsilon subunit 3 (Arsenic-transactivated protein) (AsTP) (Chromatin accessibility complex 17 kDa protein) (CHRAC-17) (HuCHRAC17) (DNA polymerase II subunit 3) (DNA polymerase epsilon subunit p17)	POLE3 CHRAC17	Homo sapiens (Human)	147	chromatin DNA binding [GO:0031490]; DNA-directed DNA polymerase activity [GO:0003887]; protein heterodimerization activity [GO:0046982]
SNX15	Q9NRS6	reviewed	SNX15_HUMAN	Sorting nexin-15	SNX15	Homo sapiens (Human)	342	phosphatidylinositol binding [GO:0035091]
PNO1	Q9NRX1	reviewed	PNO1_HUMAN	RNA-binding protein PNO1 (Partner of NOB1)	PNO1	Homo sapiens (Human)	252	RNA binding [GO:0003723]
AGPAT4	Q9NRZ5	reviewed	PLCD_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase delta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 4) (1-AGP acyltransferase 4) (1-AGPAT 4) (Lysophosphatidic acid acyltransferase delta) (LPAAT-delta)	AGPAT4 UNQ499/PRO1016	Homo sapiens (Human)	378	1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]
MBIP	Q9NS73	reviewed	MBIP1_HUMAN	MAP3K12-binding inhibitory protein 1 (MAPK upstream kinase-binding inhibitory protein) (MUK-binding inhibitory protein)	MBIP BM-015	Homo sapiens (Human)	344	identical protein binding [GO:0042802]; protein kinase inhibitor activity [GO:0004860]
SALL1	Q9NSC2	reviewed	SALL1_HUMAN	Sal-like protein 1 (Spalt-like transcription factor 1) (Zinc finger protein 794) (Zinc finger protein SALL1) (Zinc finger protein Spalt-1) (HSal1) (Sal-1)	SALL1 SAL1 ZNF794	Homo sapiens (Human)	1324	beta-catenin binding [GO:0008013]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
ZNF275	Q9NSD4	reviewed	ZN275_HUMAN	Zinc finger protein 275	ZNF275	Homo sapiens (Human)	429	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
SLC6A13	Q9NSD5	reviewed	S6A13_HUMAN	Sodium- and chloride-dependent GABA transporter 2 (GAT-2) (Solute carrier family 6 member 13)	SLC6A13 GAT2	Homo sapiens (Human)	602	amino acid transmembrane transporter activity [GO:0015171]; amino acid:sodium symporter activity [GO:0005283]; creatine transmembrane transporter activity [GO:0005308]; gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; gamma-aminobutyric acid:sodium:chloride symporter activity [GO:0005332]; monocarboxylic acid transmembrane transporter activity [GO:0008028]; taurine transmembrane transporter activity [GO:0005368]; taurine:sodium symporter activity [GO:0005369]
SLX9	Q9NSI2	reviewed	SLX9_HUMAN	Ribosome biogenesis protein SLX9 homolog	SLX9 C21orf70 FAM207A PRED56	Homo sapiens (Human)	230	
BRWD1	Q9NSI6	reviewed	BRWD1_HUMAN	Bromodomain and WD repeat-containing protein 1 (WD repeat-containing protein 9)	BRWD1 C21orf107 WDR9	Homo sapiens (Human)	2320	
PNPLA3	Q9NST1	reviewed	PLPL3_HUMAN	1-acylglycerol-3-phosphate O-acyltransferase PNPLA3 (EC 2.3.1.51) (Acylglycerol transacylase) (Adiponutrin) (ADPN) (Calcium-independent phospholipase A2-epsilon) (iPLA2-epsilon) (EC 3.1.1.4) (Lysophosphatidic acid acyltransferase) (Patatin-like phospholipase domain-containing protein 3) (EC 3.1.1.3)	PNPLA3 ADPN C22orf20	Homo sapiens (Human)	481	1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; acylglycerol O-acyltransferase activity [GO:0016411]; diolein transacylation activity [GO:0051265]; lipoprotein lipase activity [GO:0004465]; long-chain fatty acyl-CoA binding [GO:0036042]; lysophosphatidic acid acyltransferase activity [GO:0042171]; lysophosphatidic acid binding [GO:0035727]; mono-olein transacylation activity [GO:0051264]; phospholipase A2 activity [GO:0004623]; triglyceride lipase activity [GO:0004806]
TENM2	Q9NT68	reviewed	TEN2_HUMAN	Teneurin-2 (Ten-2) (Protein Odd Oz/ten-m homolog 2) (Tenascin-M2) (Ten-m2) (Teneurin transmembrane protein 2) [Cleaved into: Ten-2, soluble form; Ten-2 intracellular domain (Ten-2 ICD)]	TENM2 KIAA1127 ODZ2 TNM2	Homo sapiens (Human)	2774	calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]
INKA2	Q9NTI7	reviewed	INKA2_HUMAN	PAK4-inhibitor INKA2 (Induced in neural crest by AP2-alpha protein-related homolog) (Inca-r) (Inka-box actin regulator 2)	INKA2 C1orf183 FAM212B	Homo sapiens (Human)	297	protein kinase binding [GO:0019901]; protein serine/threonine kinase inhibitor activity [GO:0030291]
CUTC	Q9NTM9	reviewed	CUTC_HUMAN	Copper homeostasis protein cutC homolog	CUTC CGI-32	Homo sapiens (Human)	273	copper ion binding [GO:0005507]
MDN1	Q9NU22	reviewed	MDN1_HUMAN	Midasin (Dynein-related AAA-ATPase MDN1) (MIDAS-containing protein)	MDN1 KIAA0301	Homo sapiens (Human)	5596	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
DDX28	Q9NUL7	reviewed	DDX28_HUMAN	Probable ATP-dependent RNA helicase DDX28 (EC 3.6.4.13) (Mitochondrial DEAD box protein 28)	DDX28 MDDX28	Homo sapiens (Human)	540	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; rRNA binding [GO:0019843]
SPATS2L	Q9NUQ6	reviewed	SPS2L_HUMAN	SPATS2-like protein (DNA polymerase-transactivated protein 6) (Stress granule and nucleolar protein) (SGNP)	SPATS2L DNAPTP6 SP1224	Homo sapiens (Human)	558	RNA binding [GO:0003723]
ABCF3	Q9NUQ8	reviewed	ABCF3_HUMAN	ATP-binding cassette sub-family F member 3	ABCF3	Homo sapiens (Human)	709	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cadherin binding [GO:0045296]
OTULINL	Q9NUU6	reviewed	OTULL_HUMAN	Inactive ubiquitin thioesterase OTULINL	OTULINL FAM105A	Homo sapiens (Human)	356	
ACOXL	Q9NUZ1	reviewed	ACOXL_HUMAN	Acyl-coenzyme A oxidase-like protein (Acyl-CoA oxidase-like protein) (EC 1.3.3.-)	ACOXL	Homo sapiens (Human)	547	acyl-CoA oxidase activity [GO:0003997]; FAD binding [GO:0071949]; fatty acid binding [GO:0005504]; flavin adenine dinucleotide binding [GO:0050660]
DCAF13	Q9NV06	reviewed	DCA13_HUMAN	DDB1- and CUL4-associated factor 13 (WD repeat and SOF domain-containing protein 1)	DCAF13 WDSOF1 HSPC064	Homo sapiens (Human)	445	nuclear estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; ubiquitin ligase-substrate adaptor activity [GO:1990756]
IMP3	Q9NV31	reviewed	IMP3_HUMAN	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3) (BRMS2)	IMP3 C15orf12 MRPS4	Homo sapiens (Human)	184	RNA binding [GO:0003723]; rRNA binding [GO:0019843]; snoRNA binding [GO:0030515]; structural constituent of ribosome [GO:0003735]
TYW1	Q9NV66	reviewed	TYW1_HUMAN	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1 (EC 4.1.3.44) (Radical S-adenosyl methionine and flavodoxin domain-containing protein 1) (tRNA wybutosine-synthesizing protein 1 homolog) (tRNA-yW-synthesizing protein)	TYW1 RSAFD1	Homo sapiens (Human)	732	4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; tRNA-4-demethylwyosine synthase activity [GO:0102521]
GNL3L	Q9NVN8	reviewed	GNL3L_HUMAN	Guanine nucleotide-binding protein-like 3-like protein	GNL3L	Homo sapiens (Human)	582	GTP binding [GO:0005525]; RNA binding [GO:0003723]
DDX18	Q9NVP1	reviewed	DDX18_HUMAN	ATP-dependent RNA helicase DDX18 (EC 3.6.4.13) (DEAD box protein 18) (Myc-regulated DEAD box protein) (MrDb)	DDX18 cPERP-D	Homo sapiens (Human)	670	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
SDAD1	Q9NVU7	reviewed	SDA1_HUMAN	Protein SDA1 homolog (Nucleolar protein 130) (SDA1 domain-containing protein 1) (hSDA)	SDAD1 NUC130	Homo sapiens (Human)	687	
NLE1	Q9NVX2	reviewed	NLE1_HUMAN	Notchless protein homolog 1	NLE1 HUSSY-07	Homo sapiens (Human)	485	
RBM28	Q9NW13	reviewed	RBM28_HUMAN	RNA-binding protein 28 (RNA-binding motif protein 28)	RBM28	Homo sapiens (Human)	759	RNA binding [GO:0003723]
PAK1IP1	Q9NWT1	reviewed	PK1IP_HUMAN	p21-activated protein kinase-interacting protein 1 (PAK/PLC-interacting protein 1) (hPIP1) (PAK1-interacting protein 1) (WD repeat-containing protein 84)	PAK1IP1 PIP1 WDR84	Homo sapiens (Human)	392	
CLN6	Q9NWW5	reviewed	CLN6_HUMAN	Ceroid-lipofuscinosis neuronal protein 6 (Protein CLN6)	CLN6	Homo sapiens (Human)	311	lysophosphatidic acid binding [GO:0035727]; protein homodimerization activity [GO:0042803]; sulfatide binding [GO:0120146]
IRAK4	Q9NWZ3	reviewed	IRAK4_HUMAN	Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-64)	IRAK4	Homo sapiens (Human)	460	ATP binding [GO:0005524]; interleukin-1 receptor binding [GO:0005149]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; protein kinase binding [GO:0019901]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
C1orf109	Q9NX04	reviewed	AIRIM_HUMAN	AFG2-interacting ribosome maturation factor (Ribosome biogenesis protein C1orf109)	AIRIM C1orf109	Homo sapiens (Human)	203	
SDHAF2	Q9NX18	reviewed	SDHF2_HUMAN	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	SDHAF2 C11orf79 PGL2 SDH5	Homo sapiens (Human)	166	
OSER1	Q9NX31	reviewed	OSER1_HUMAN	Oxidative stress-responsive serine-rich protein 1 (Oxidative stress-responsive protein 1) (Peroxide-inducible transcript 1 protein)	OSER1 C20orf111 BM-038 HSPC168 HSPC207	Homo sapiens (Human)	292	
LYAR	Q9NX58	reviewed	LYAR_HUMAN	Cell growth-regulating nucleolar protein	LYAR PNAS-5	Homo sapiens (Human)	379	DNA binding [GO:0003677]; DNA-binding transcription factor binding [GO:0140297]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; transcription regulator inhibitor activity [GO:0140416]
MS4A12	Q9NXJ0	reviewed	M4A12_HUMAN	Membrane-spanning 4-domains subfamily A member 12	MS4A12	Homo sapiens (Human)	267	
GIN1	Q9NXP7	reviewed	GIN1_HUMAN	Gypsy retrotransposon integrase-like protein 1 (GIN-1) (Ty3/Gypsy integrase 1) (Zinc finger H2C2 domain-containing protein)	GIN1 TGIN1 ZH2C2	Homo sapiens (Human)	522	nucleic acid binding [GO:0003676]
GAR1	Q9NY12	reviewed	GAR1_HUMAN	H/ACA ribonucleoprotein complex subunit 1 (Nucleolar protein family A member 1) (snoRNP protein GAR1)	GAR1 NOLA1	Homo sapiens (Human)	217	box H/ACA snoRNA binding [GO:0034513]; RNA binding [GO:0003723]; telomerase RNA binding [GO:0070034]
CLDND1	Q9NY35	reviewed	CLDN1_HUMAN	Claudin domain-containing protein 1 (Membrane protein GENX-3745)	CLDND1 C3orf4 HSPC174 PSEC0054 UNQ2511/PRO6000	Homo sapiens (Human)	253	
AATF	Q9NY61	reviewed	AATF_HUMAN	Protein AATF (Apoptosis-antagonizing transcription factor) (Rb-binding protein Che-1)	AATF CHE1 DED HSPC277	Homo sapiens (Human)	560	leucine zipper domain binding [GO:0043522]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; tau protein binding [GO:0048156]
DDX56	Q9NY93	reviewed	DDX56_HUMAN	Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 21) (DEAD box protein 56)	DDX56 DDX21 NOH61	Homo sapiens (Human)	547	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; protein sequestering activity [GO:0140311]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA stem-loop binding [GO:0035613]
ANAPC11	Q9NYG5	reviewed	APC11_HUMAN	Anaphase-promoting complex subunit 11 (APC11) (Cyclosome subunit 11) (Hepatocellular carcinoma-associated RING finger protein)	ANAPC11 HSPC214	Homo sapiens (Human)	84	cullin family protein binding [GO:0097602]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]
UTP6	Q9NYH9	reviewed	UTP6_HUMAN	U3 small nucleolar RNA-associated protein 6 homolog (Hepatocellular carcinoma-associated antigen 66) (Multiple hat domains protein)	UTP6 C17orf40 HCA66 MHAT	Homo sapiens (Human)	597	snoRNA binding [GO:0030515]
NKIRAS2	Q9NYR9	reviewed	KBRS2_HUMAN	NF-kappa-B inhibitor-interacting Ras-like protein 2 (I-kappa-B-interacting Ras-like protein 2) (Kappa B-Ras protein 2) (KappaB-Ras2)	NKIRAS2 KBRAS2	Homo sapiens (Human)	191	GTP binding [GO:0005525]; GTPase activating protein binding [GO:0032794]; GTPase activity [GO:0003924]
TAS2R5	Q9NYW4	reviewed	TA2R5_HUMAN	Taste receptor type 2 member 5 (T2R5)	TAS2R5	Homo sapiens (Human)	299	bitter taste receptor activity [GO:0033038]; G protein-coupled receptor activity [GO:0004930]; taste receptor activity [GO:0008527]
GPRC5B	Q9NZH0	reviewed	GPC5B_HUMAN	G-protein coupled receptor family C group 5 member B (A-69G12.1) (Retinoic acid-induced gene 2 protein) (RAIG-2)	GPRC5B RAIG2	Homo sapiens (Human)	403	G protein-coupled receptor activity [GO:0004930]; G protein-coupled receptor binding [GO:0001664]; protein kinase activator activity [GO:0030295]; protein kinase binding [GO:0019901]
PTTG2	Q9NZH5	reviewed	PTTG2_HUMAN	Securin-2 (Pituitary tumor-transforming gene 2 protein)	PTTG2	Homo sapiens (Human)	202	SH3 domain binding [GO:0017124]
DTL	Q9NZJ0	reviewed	DTL_HUMAN	Denticleless protein homolog (DDB1- and CUL4-associated factor 2) (Lethal(2) denticleless protein homolog) (Retinoic acid-regulated nuclear matrix-associated protein)	DTL CDT2 CDW1 DCAF2 L2DTL RAMP	Homo sapiens (Human)	730	protein-macromolecule adaptor activity [GO:0030674]
NOP53	Q9NZM5	reviewed	NOP53_HUMAN	Ribosome biogenesis protein NOP53 (Glioma tumor suppressor candidate region gene 2 protein) (Protein interacting with carboxyl terminus 1) (PICT-1) (p60)	NOP53 GLT GLTSCR2 PICT1	Homo sapiens (Human)	478	5S rRNA binding [GO:0008097]; identical protein binding [GO:0042802]; p53 binding [GO:0002039]; RNA binding [GO:0003723]
VSX1	Q9NZR4	reviewed	VSX1_HUMAN	Visual system homeobox 1 (Homeodomain protein RINX) (Retinal inner nuclear layer homeobox protein) (Transcription factor VSX1)	VSX1 RINX	Homo sapiens (Human)	365	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]
CCDC59	Q9P031	reviewed	TAP26_HUMAN	Thyroid transcription factor 1-associated protein 26 (TTF-1-associated protein 26) (Coiled-coil domain-containing protein 59) (TTF-1-associated protein BR2)	CCDC59 BR22 TAP26 HSPC128	Homo sapiens (Human)	241	RNA binding [GO:0003723]
GSKIP	Q9P0R6	reviewed	GSKIP_HUMAN	GSK3B-interacting protein (GSKIP) (GSK3beta interaction protein)	GSKIP C14orf129 HSPC210	Homo sapiens (Human)	139	kinase regulator activity [GO:0019207]; protein kinase A binding [GO:0051018]; protein kinase A regulatory subunit binding [GO:0034237]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860]
SAMD15	Q9P1V8	reviewed	SAM15_HUMAN	Sterile alpha motif domain-containing protein 15 (SAM domain-containing protein 15)	SAMD15 C14orf174 FAM15A	Homo sapiens (Human)	674	
USP36	Q9P275	reviewed	UBP36_HUMAN	Ubiquitin carboxyl-terminal hydrolase 36 (EC 2.3.2.-) (EC 3.4.19.12) (Deubiquitinating enzyme 36) (Ubiquitin thioesterase 36) (Ubiquitin-specific-processing protease 36)	USP36 KIAA1453	Homo sapiens (Human)	1123	cysteine-type deubiquitinase activity [GO:0004843]; histone H2B deubiquitinase activity [GO:0140936]; K48-linked deubiquitinase activity [GO:1990380]; RNA binding [GO:0003723]; transferase activity [GO:0016740]
BAHCC1	Q9P281	reviewed	BAHC1_HUMAN	BAH and coiled-coil domain-containing protein 1 (Bromo adjacent homology domain-containing protein 2) (BAH domain-containing protein 2)	BAHCC1 BAHD2 KIAA1447	Homo sapiens (Human)	2639	chromatin binding [GO:0003682]
CHD7	Q9P2D1	reviewed	CHD7_HUMAN	Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7)	CHD7 KIAA1416	Homo sapiens (Human)	2997	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone binding [GO:0042393]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
GMPR2	Q9P2T1	reviewed	GMPR2_HUMAN	GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)	GMPR2	Homo sapiens (Human)	348	GMP reductase activity [GO:0003920]; metal ion binding [GO:0046872]
NLK	Q9UBE8	reviewed	NLK_HUMAN	Serine/threonine-protein kinase NLK (EC 2.7.11.24) (Nemo-like kinase) (Protein LAK1)	NLK LAK1	Homo sapiens (Human)	527	ATP binding [GO:0005524]; DNA-binding transcription factor binding [GO:0140297]; magnesium ion binding [GO:0000287]; MAP kinase activity [GO:0004707]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; SH2 domain binding [GO:0042169]; ubiquitin protein ligase binding [GO:0031625]
ARPP21	Q9UBL0	reviewed	ARP21_HUMAN	cAMP-regulated phosphoprotein 21 (ARPP-21) (Thymocyte cAMP-regulated phosphoprotein)	ARPP21 TARPP	Homo sapiens (Human)	812	calmodulin binding [GO:0005516]; nucleic acid binding [GO:0003676]
DUX4	Q9UBX2	reviewed	DUX4_HUMAN	Double homeobox protein 4 (Double homeobox protein 10)	DUX4 DUX10	Homo sapiens (Human)	424	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]
REV1	Q9UBZ9	reviewed	REV1_HUMAN	DNA repair protein REV1 (EC 2.7.7.-) (Alpha integrin-binding protein 80) (AIBP80) (Rev1-like terminal deoxycytidyl transferase)	REV1 REV1L	Homo sapiens (Human)	1251	damaged DNA binding [GO:0003684]; deoxycytidyl transferase activity [GO:0017125]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]
