sample,spot_id,pixels,mean_intensity,centroid_r,centroid_c,microns
Control-roi-07,794,33,0.02684848,1601,70,0.059682009
Control-roi-07,795,27,0.025043446,1600,414,0.048830735
Control-roi-07,796,12,0.01788866,1600,497,0.021702549
Control-roi-07,797,39,0.026147703,1603,126,0.070533283
Control-roi-07,798,12,0.023776099,1603,92,0.021702549
Control-roi-07,799,15,0.017684189,1604,422,0.027128186
Control-roi-07,800,15,0.023489738,1607,83,0.027128186
Control-roi-07,801,22,0.026804553,1608,76,0.039788006
Control-roi-07,802,30,0.032556649,1611,109,0.054256372
Control-roi-07,803,22,0.016495696,1610,412,0.039788006
Control-roi-07,804,46,0.043047359,1612,96,0.083193104
Control-roi-07,805,33,0.028967635,1613,63,0.059682009
Control-roi-07,806,21,0.015896994,1619,131,0.03797946
Control-roi-07,807,27,0.0195372,1623,40,0.048830735
Control-roi-07,808,33,0.034116861,1623,100,0.059682009
Control-roi-07,809,28,0.021622579,1626,66,0.05063928
Control-roi-07,810,48,0.040833778,1626,146,0.086810195
Control-roi-07,811,33,0.034578331,1628,116,0.059682009
Control-roi-07,812,51,0.028040398,1630,77,0.092235832
Control-roi-07,813,15,0.016371913,1630,46,0.027128186
Control-roi-07,814,28,0.022386075,1632,132,0.05063928
Control-roi-07,815,27,0.025548689,1635,100,0.048830735
Control-roi-07,816,26,0.030797401,1636,121,0.047022189
Control-roi-07,817,46,0.038952966,1641,144,0.083193104
Control-roi-07,818,15,0.015001653,1641,66,0.027128186
Control-roi-07,819,47,0.032204003,1644,90,0.085001649
Control-roi-07,820,22,0.020287563,1643,919,0.039788006
Control-roi-07,821,23,0.017148487,1644,162,0.041596552
Control-roi-07,822,25,0.019497978,1645,28,0.045213643
Control-roi-07,823,30,0.023308156,1646,39,0.054256372
Control-roi-07,824,48,0.046409361,1647,119,0.086810195
Control-roi-07,825,16,0.022815099,1646,130,0.028936732
Control-roi-07,826,39,0.033742392,1650,912,0.070533283
Control-roi-07,827,9,0.01509965,1650,152,0.016276912
Control-roi-07,828,9,0.015408221,1652,71,0.016276912
Control-roi-07,829,15,0.012281478,1654,16,0.027128186
Control-roi-07,830,31,0.035383211,1655,95,0.056064918
Control-roi-07,831,35,0.028313769,1655,106,0.063299101
Control-roi-07,832,21,0.017675034,1655,63,0.03797946
Control-roi-07,833,23,0.021116496,1655,169,0.041596552
Control-roi-07,834,29,0.023392081,1655,921,0.052447826
Control-roi-07,835,22,0.028242369,1658,86,0.039788006
Control-roi-07,836,79,0.040471369,1660,128,0.142875113
Control-roi-07,837,30,0.01865568,1660,146,0.054256372
Control-roi-07,838,21,0.017078479,1661,69,0.03797946
Control-roi-07,839,12,0.019231454,1662,79,0.021702549
Control-roi-07,840,22,0.019804823,1668,111,0.039788006
Control-roi-07,841,21,0.014156013,1669,8,0.03797946
Control-roi-07,842,26,0.021816293,1669,88,0.047022189
Control-roi-07,843,16,0.017565042,1668,102,0.028936732
Control-roi-07,844,34,0.021938883,1670,159,0.061490555
Control-roi-07,845,14,0.013899879,1672,76,0.02531964
Control-roi-07,846,27,0.023823289,1672,133,0.048830735
Control-roi-07,847,15,0.022560973,1677,120,0.027128186
Control-roi-07,848,22,0.023433696,1680,100,0.039788006
Control-roi-07,849,9,0.022164577,1679,155,0.016276912
Control-roi-07,850,36,0.030429033,1681,161,0.065107646
Control-roi-07,851,32,0.033127813,1684,120,0.057873463
Control-roi-07,852,41,0.026973485,1686,142,0.074150375
Control-roi-07,853,21,0.019584591,1688,91,0.03797946
Control-roi-07,854,27,0.017941784,1689,178,0.048830735
Control-roi-07,855,19,0.018638494,1690,636,0.034362369
Control-roi-07,856,48,0.041872028,1694,101,0.086810195
Control-roi-07,857,27,0.025348626,1692,113,0.048830735
Control-roi-07,858,23,0.028574177,1696,628,0.041596552
Control-roi-07,859,15,0.026966761,1698,108,0.027128186
Control-roi-07,860,12,0.015353119,1698,138,0.021702549
Control-roi-07,861,39,0.042857115,1700,637,0.070533283
Control-roi-07,862,61,0.027734148,1703,621,0.110321289
Control-roi-07,863,30,0.024297958,1703,938,0.054256372
Control-roi-07,864,37,0.037440278,1708,959,0.066916192
Control-roi-07,865,23,0.031470074,1707,967,0.041596552
Control-roi-07,866,25,0.029468223,1709,945,0.045213643
Control-roi-07,867,9,0.015596416,1708,110,0.016276912
Control-roi-07,868,55,0.036099794,1711,125,0.099470015
Control-roi-07,869,23,0.018578854,1709,649,0.041596552
Control-roi-07,870,18,0.024603477,1709,973,0.032553823
Control-roi-07,871,51,0.03512567,1710,993,0.092235832
Control-roi-07,872,49,0.031336114,1709,1005,0.088618741
Control-roi-07,873,46,0.044160605,1715,164,0.083193104
Control-roi-07,874,23,0.029033938,1714,937,0.041596552
Control-roi-07,875,27,0.022811673,1718,652,0.048830735
Control-roi-07,876,33,0.047964655,1718,948,0.059682009
Control-roi-07,877,31,0.030328044,1719,154,0.056064918
Control-roi-07,878,48,0.029983024,1720,629,0.086810195
Control-roi-07,879,33,0.0306563,1720,958,0.059682009
Control-roi-07,880,9,0.016951078,1719,971,0.016276912
Control-roi-07,881,31,0.025774949,1722,1015,0.056064918
Control-roi-07,882,46,0.030864689,1725,642,0.083193104
Control-roi-07,883,44,0.037860061,1724,930,0.079576012
Control-roi-07,884,46,0.029900385,1724,1618,0.083193104
Control-roi-07,885,21,0.028886782,1723,943,0.03797946
Control-roi-07,886,53,0.036651019,1727,994,0.095852924
Control-roi-07,887,64,0.032102836,1730,1008,0.115746927
Control-roi-07,888,31,0.021276983,1727,130,0.056064918
Control-roi-07,889,23,0.020696541,1729,162,0.041596552
Control-roi-07,890,28,0.03877481,1729,968,0.05063928
Control-roi-07,891,23,0.018767933,1729,1602,0.041596552
Control-roi-07,892,35,0.04614677,1731,959,0.063299101
Control-roi-07,893,18,0.016145741,1732,110,0.032553823
Control-roi-07,894,86,0.03071233,1738,1035,0.155534933
Control-roi-07,895,31,0.027374193,1738,971,0.056064918
Control-roi-07,896,15,0.018812339,1737,936,0.027128186
Control-roi-07,897,31,0.02456801,1738,1627,0.056064918
Control-roi-07,898,23,0.021210704,1739,639,0.041596552
Control-roi-07,899,40,0.025831235,1740,944,0.072341829
Control-roi-07,900,48,0.036617202,1744,626,0.086810195
Control-roi-07,901,37,0.034113812,1743,615,0.066916192
Control-roi-07,902,41,0.036100613,1745,1022,0.074150375
Control-roi-07,903,23,0.031783216,1748,1031,0.041596552
Control-roi-07,904,38,0.029999639,1748,1623,0.068724738
Control-roi-07,905,25,0.026014191,1750,632,0.045213643
Control-roi-07,906,37,0.02921814,1754,1047,0.066916192
Control-roi-07,907,19,0.017446684,1753,1633,0.034362369
Control-roi-07,908,31,0.025471245,1758,1623,0.056064918
Control-roi-07,909,28,0.029045003,1759,1040,0.05063928
Control-roi-07,910,9,0.014240058,1760,1647,0.016276912
Control-roi-07,911,45,0.025830811,1767,591,0.081384558
Control-roi-07,912,31,0.026636346,1766,1666,0.056064918
Control-roi-07,913,32,0.027050431,1770,1638,0.057873463
Control-roi-07,914,36,0.036100303,1774,1659,0.065107646
Control-roi-07,915,41,0.030951623,1776,1627,0.074150375
Control-roi-07,916,51,0.045314209,1784,592,0.092235832
Control-roi-07,917,22,0.027124299,1782,1654,0.039788006
Control-roi-07,918,18,0.017847122,1783,1672,0.032553823
Control-roi-07,919,32,0.0252327,1788,1666,0.057873463
Control-roi-07,920,20,0.019740597,1790,1651,0.036170915
Control-roi-07,921,28,0.021880892,1800,1646,0.05063928
Control-roi-07,922,23,0.018216618,1807,1654,0.041596552
Inhib-roi-01,1,35,0.023542491,4,1734,0.063299101
Inhib-roi-01,2,24,0.018982223,12,1729,0.043405097
Inhib-roi-01,3,56,0.018729632,15,1744,0.101278561
Inhib-roi-01,4,63,0.020038002,23,1661,0.113938381
Inhib-roi-01,5,26,0.014923323,26,1734,0.047022189
Inhib-roi-01,6,111,0.022341682,36,1668,0.200748576
Inhib-roi-01,7,83,0.033844143,42,1692,0.150109296
Inhib-roi-01,8,105,0.050371049,53,55,0.189897302
Inhib-roi-01,9,112,0.043017499,52,102,0.202557122
Inhib-roi-01,10,108,0.049689451,58,67,0.195322939
Inhib-roi-01,11,85,0.02895193,67,1102,0.153726387
Inhib-roi-01,12,52,0.023738343,76,1794,0.094044378
Inhib-roi-01,13,54,0.020230637,80,1807,0.097661469
Inhib-roi-01,14,28,0.017359862,85,1816,0.05063928
Inhib-roi-01,15,117,0.048400183,113,20,0.21159985
Inhib-roi-01,16,37,0.020088296,111,1820,0.066916192
Inhib-roi-01,17,59,0.021910145,120,470,0.106704198
Inhib-roi-01,18,271,0.047127968,137,1062,0.490115893
Inhib-roi-01,19,104,0.03406782,139,56,0.188088756
Inhib-roi-01,20,48,0.020426744,139,495,0.086810195
Inhib-roi-01,21,192,0.043388075,157,1099,0.34724078
Inhib-roi-01,22,149,0.039914427,160,1151,0.269473314
Inhib-roi-01,23,51,0.021311468,181,24,0.092235832
Inhib-roi-01,24,142,0.032515256,184,1356,0.256813494
Inhib-roi-01,25,99,0.039690257,191,1386,0.179046027
Inhib-roi-01,26,92,0.038568339,193,1340,0.166386207
Inhib-roi-01,27,56,0.020238368,193,597,0.101278561
Inhib-roi-01,28,28,0.014318412,204,1397,0.05063928
Inhib-roi-01,29,222,0.036581649,221,1341,0.401497152
Inhib-roi-01,30,66,0.031304808,219,1399,0.119364018
Inhib-roi-01,31,52,0.028224495,233,1395,0.094044378
Inhib-roi-01,32,40,0.022734035,244,1387,0.072341829
Inhib-roi-01,33,101,0.032763537,254,1348,0.182663119
Inhib-roi-01,34,241,0.066318812,307,842,0.435859521
Inhib-roi-01,35,190,0.06884437,326,787,0.343623689
Inhib-roi-01,36,85,0.042809994,356,856,0.153726387
Inhib-roi-01,37,18,0.027384858,358,866,0.032553823
Inhib-roi-01,38,62,0.045706923,367,861,0.112129835
Inhib-roi-01,39,78,0.047128076,375,825,0.141066567
Inhib-roi-01,40,161,0.063099183,380,184,0.291175862
Inhib-roi-01,41,191,0.072666658,411,197,0.345432234
Inhib-roi-01,42,111,0.043764112,412,1144,0.200748576
Inhib-roi-01,43,115,0.033321192,415,1157,0.207982759
Inhib-roi-01,44,139,0.03263795,411,1176,0.251387856
Inhib-roi-01,45,140,0.035568998,422,1255,0.253196402
Inhib-roi-01,46,95,0.033089591,453,1176,0.171811844
Inhib-roi-01,47,44,0.038266159,453,1163,0.079576012
Inhib-roi-01,48,104,0.049207264,455,1136,0.188088756
Inhib-roi-01,49,95,0.047555946,463,1150,0.171811844
Inhib-roi-01,50,56,0.03280281,465,1166,0.101278561
Inhib-roi-01,51,38,0.02114017,491,1413,0.068724738
Inhib-roi-01,52,16,0.010239757,492,1386,0.028936732
Inhib-roi-01,53,79,0.032533587,501,1426,0.142875113
Inhib-roi-01,54,90,0.05266821,503,187,0.162769116
Inhib-roi-01,55,51,0.031712436,503,1417,0.092235832
Inhib-roi-01,56,37,0.016862869,510,1363,0.066916192
Inhib-roi-01,57,81,0.023404137,515,1413,0.146492204
Inhib-roi-01,58,41,0.027482987,548,1366,0.074150375
Inhib-roi-01,59,238,0.074400234,556,252,0.430433884
Inhib-roi-01,60,31,0.015513995,572,1380,0.056064918
Inhib-roi-01,61,47,0.022702178,574,231,0.085001649
Inhib-roi-01,62,90,0.01919924,579,1343,0.162769116
Inhib-roi-01,63,24,0.014536762,597,385,0.043405097
Inhib-roi-01,64,60,0.037410035,601,770,0.108512744
Inhib-roi-01,65,79,0.031191372,612,715,0.142875113
Inhib-roi-01,66,93,0.035835731,628,709,0.168194753
Inhib-roi-01,67,35,0.016397781,633,811,0.063299101
Inhib-roi-01,68,90,0.042939057,658,798,0.162769116
Inhib-roi-01,69,50,0.024725719,664,435,0.090427286
Inhib-roi-01,70,101,0.045319295,668,791,0.182663119
Inhib-roi-01,71,125,0.026932052,673,424,0.226068216
Inhib-roi-01,72,72,0.03164488,684,1136,0.130215292
Inhib-roi-01,73,19,0.030691515,686,1124,0.034362369
Inhib-roi-01,74,76,0.046708067,694,1120,0.137449475
Inhib-roi-01,75,103,0.022258765,703,479,0.18628021
Inhib-roi-01,76,46,0.03224563,719,1191,0.083193104
Inhib-roi-01,77,131,0.037126482,723,1171,0.23691949
Inhib-roi-01,78,46,0.023908897,745,1148,0.083193104
Inhib-roi-01,79,83,0.035138954,813,1501,0.150109296
Inhib-roi-01,80,213,0.058966377,920,276,0.38522024
Inhib-roi-01,81,16,0.020309758,934,284,0.028936732
Inhib-roi-01,82,190,0.034112025,958,937,0.343623689
Inhib-roi-01,83,9,0.009043514,995,222,0.016276912
Inhib-roi-01,84,93,0.02451124,999,852,0.168194753
Inhib-roi-01,85,62,0.026911008,1000,781,0.112129835
Inhib-roi-01,86,70,0.029321301,1004,867,0.126598201
Inhib-roi-01,87,93,0.026908055,1010,752,0.168194753
Inhib-roi-01,88,81,0.022589192,1021,830,0.146492204
Inhib-roi-01,89,22,0.014526589,1018,840,0.039788006
Inhib-roi-01,90,58,0.018718084,1033,863,0.104895652
Inhib-roi-01,91,122,0.039916976,1045,1323,0.220642579
Inhib-roi-01,92,119,0.034870455,1051,1295,0.215216942
Inhib-roi-01,93,80,0.063729305,1052,481,0.144683658
Inhib-roi-01,94,31,0.015719254,1054,516,0.056064918
Inhib-roi-01,95,59,0.025910078,1062,1742,0.106704198
Inhib-roi-01,96,152,0.041402344,1074,1314,0.274898951
Inhib-roi-01,97,132,0.074166129,1070,1517,0.238728036
Inhib-roi-01,98,164,0.048094297,1075,1455,0.2966015
Inhib-roi-01,99,72,0.03200813,1077,491,0.130215292
Inhib-roi-01,100,87,0.069309459,1081,1528,0.157343478
Inhib-roi-01,101,234,0.080025484,1087,1749,0.423199701
Inhib-roi-01,102,87,0.038364163,1085,504,0.157343478
Inhib-roi-01,103,169,0.043050215,1092,1475,0.305644228
Inhib-roi-01,104,102,0.051321925,1090,1521,0.184471664
Inhib-roi-01,105,56,0.041469662,1094,1443,0.101278561
Inhib-roi-01,106,324,0.082233177,1119,1709,0.585968816
Inhib-roi-01,107,9,0.022844451,1120,1692,0.016276912
Inhib-roi-01,108,33,0.017233447,1127,1460,0.059682009
Inhib-roi-01,109,206,0.053463539,1138,1487,0.37256042
Inhib-roi-01,110,32,0.017439631,1136,1514,0.057873463
Inhib-roi-01,111,58,0.036010766,1139,1787,0.104895652
Inhib-roi-01,112,161,0.053839326,1158,678,0.291175862
Inhib-roi-01,113,88,0.030573184,1171,648,0.159152024
Inhib-roi-01,114,48,0.033367984,1175,96,0.086810195
Inhib-roi-01,115,160,0.04058938,1184,698,0.289367317
Inhib-roi-01,116,180,0.051810229,1211,58,0.325538231
Inhib-roi-01,117,127,0.043343312,1213,657,0.229685308
Inhib-roi-01,118,66,0.044954697,1220,3,0.119364018
Inhib-roi-01,119,229,0.056159864,1257,588,0.414156972
Inhib-roi-01,120,155,0.051789514,1370,1003,0.280324588
Inhib-roi-01,121,160,0.039761482,1398,1293,0.289367317
Inhib-roi-01,122,89,0.049118449,1437,1368,0.16096057
Inhib-roi-01,123,19,0.039267085,1443,1359,0.034362369
Inhib-roi-01,124,121,0.059593038,1450,1367,0.218834033
Inhib-roi-01,125,40,0.019526589,1453,993,0.072341829
Inhib-roi-01,126,74,0.050539324,1461,648,0.133832384
Inhib-roi-01,127,100,0.040617685,1475,1360,0.180854573
Inhib-roi-01,128,92,0.050189245,1480,47,0.166386207
Inhib-roi-01,129,59,0.035924393,1496,43,0.106704198
Inhib-roi-01,130,72,0.028951451,1537,1754,0.130215292
Inhib-roi-01,131,49,0.042249118,1538,1744,0.088618741
Inhib-roi-01,132,60,0.041452405,1543,1785,0.108512744
Inhib-roi-01,133,232,0.058783869,1557,673,0.419582609
Inhib-roi-01,134,229,0.039480354,1562,1767,0.414156972
Inhib-roi-01,135,102,0.04499332,1568,1749,0.184471664
Inhib-roi-01,136,288,0.048468005,1583,648,0.52086117
Inhib-roi-01,137,138,0.061280564,1577,1094,0.249579311
Inhib-roi-01,138,76,0.033036385,1578,715,0.137449475
Inhib-roi-01,139,76,0.022734537,1605,716,0.137449475
Inhib-roi-01,140,62,0.019886197,1616,119,0.112129835
Inhib-roi-01,141,118,0.044593974,1629,78,0.213408396
Inhib-roi-01,142,58,0.024681205,1636,670,0.104895652
Inhib-roi-01,143,113,0.084432084,1653,147,0.204365667
Inhib-roi-01,144,69,0.042229896,1651,946,0.124789655
Inhib-roi-01,145,189,0.073218439,1666,998,0.341815143
Inhib-roi-01,146,57,0.038512433,1661,91,0.103087107
Inhib-roi-01,147,109,0.036312132,1671,984,0.197131484
Inhib-roi-01,148,160,0.053607328,1685,74,0.289367317
Inhib-roi-01,149,144,0.046361041,1690,1004,0.260430585
Inhib-roi-01,150,190,0.044017138,1696,337,0.343623689
Inhib-roi-01,151,148,0.064808675,1699,924,0.267664768
Inhib-roi-01,152,42,0.033281743,1696,353,0.075958921
Inhib-roi-01,153,56,0.031662743,1706,343,0.101278561
Inhib-roi-01,154,77,0.028676656,1714,313,0.139258021
Inhib-roi-01,155,19,0.011317376,1713,394,0.034362369
Inhib-roi-01,156,41,0.025309507,1716,965,0.074150375
Inhib-roi-01,157,185,0.051597516,1725,958,0.33458096
Inhib-roi-01,158,86,0.041950068,1755,339,0.155534933
Inhib-roi-03,1,33,0.058660767,2,78,0.059682009
Inhib-roi-03,2,294,0.070283262,13,54,0.531712444
Inhib-roi-03,3,297,0.055963362,39,1799,0.537138082
Inhib-roi-03,4,118,0.044252198,42,1732,0.213408396
Inhib-roi-03,5,152,0.064409436,63,1728,0.274898951
Inhib-roi-03,6,65,0.054341837,58,357,0.117555472
Inhib-roi-03,7,72,0.062429321,62,373,0.130215292
Inhib-roi-03,8,87,0.036583593,63,577,0.157343478
Inhib-roi-03,9,334,0.057980217,80,1771,0.604054273
Inhib-roi-03,10,238,0.050876785,75,358,0.430433884
Inhib-roi-03,11,28,0.047238117,72,1768,0.05063928
Inhib-roi-03,12,59,0.029507845,77,561,0.106704198
Inhib-roi-03,13,24,0.023512245,76,571,0.043405097
Inhib-roi-03,14,65,0.044261023,88,328,0.117555472
Inhib-roi-03,15,142,0.028640324,95,614,0.256813494
Inhib-roi-03,16,61,0.026749316,99,563,0.110321289
Inhib-roi-03,17,126,0.072338421,106,1405,0.227876762
Inhib-roi-03,18,166,0.044707831,111,1030,0.300218591
Inhib-roi-03,19,107,0.048458518,109,1387,0.193514393
Inhib-roi-03,20,163,0.054150056,110,958,0.294792954
Inhib-roi-03,21,28,0.020947367,107,369,0.05063928
Inhib-roi-03,22,149,0.065702583,111,1337,0.269473314
Inhib-roi-03,23,12,0.053559167,109,1396,0.021702549
Inhib-roi-03,24,38,0.020150743,112,575,0.068724738
Inhib-roi-03,25,44,0.027322319,116,365,0.079576012
Inhib-roi-03,26,47,0.035626245,118,281,0.085001649
Inhib-roi-03,27,66,0.039696114,118,379,0.119364018
Inhib-roi-03,28,48,0.048268737,123,1345,0.086810195
Inhib-roi-03,29,125,0.047178943,130,1335,0.226068216
Inhib-roi-03,30,153,0.051001535,133,371,0.276707497
Inhib-roi-03,31,84,0.035170047,132,269,0.151917841
Inhib-roi-03,32,108,0.035626849,136,345,0.195322939
Inhib-roi-03,33,77,0.026697541,147,504,0.139258021
Inhib-roi-03,34,105,0.046796078,152,791,0.189897302
Inhib-roi-03,35,88,0.038873399,152,1321,0.159152024
Inhib-roi-03,36,289,0.050765129,166,975,0.522669716
Inhib-roi-03,37,139,0.04304603,160,1035,0.251387856
Inhib-roi-03,38,32,0.018323224,158,520,0.057873463
Inhib-roi-03,39,87,0.054895997,172,993,0.157343478
Inhib-roi-03,40,46,0.046816338,172,1009,0.083193104
Inhib-roi-03,41,63,0.032439954,179,515,0.113938381
Inhib-roi-03,42,98,0.065477864,182,1009,0.177237481
Inhib-roi-03,43,143,0.069419266,188,989,0.258622039
Inhib-roi-03,44,27,0.015581722,231,276,0.048830735
Inhib-roi-03,45,177,0.066845982,244,1344,0.320112594
Inhib-roi-03,46,110,0.054784605,250,1291,0.19894003
Inhib-roi-03,47,12,0.01538618,248,1330,0.021702549
Inhib-roi-03,48,64,0.045491913,269,1293,0.115746927
Inhib-roi-03,49,152,0.045135484,281,1325,0.274898951
Inhib-roi-03,50,135,0.048403539,309,1528,0.244153673
Inhib-roi-03,51,87,0.058300864,311,1510,0.157343478
Inhib-roi-03,52,69,0.040082797,317,1553,0.124789655
Inhib-roi-03,53,51,0.030430379,338,1558,0.092235832
Inhib-roi-03,54,71,0.039369996,353,1525,0.128406747
Inhib-roi-03,55,88,0.0574034,361,1517,0.159152024
Inhib-roi-03,56,197,0.055067409,418,1523,0.356283509
Inhib-roi-03,57,81,0.041337067,416,1539,0.146492204
Inhib-roi-03,58,137,0.053503254,425,1581,0.247770765
Inhib-roi-03,59,39,0.037050861,430,1524,0.070533283
Inhib-roi-03,60,17,0.027562281,432,1534,0.030745277
Inhib-roi-03,61,112,0.052043347,502,530,0.202557122
Inhib-roi-03,62,161,0.056534487,542,609,0.291175862
Inhib-roi-03,63,70,0.041041755,534,625,0.126598201
Inhib-roi-03,64,109,0.047921868,546,629,0.197131484
Inhib-roi-03,65,81,0.033041434,546,462,0.146492204
Inhib-roi-03,66,64,0.040902762,546,208,0.115746927
Inhib-roi-03,67,19,0.020494473,547,475,0.034362369
Inhib-roi-03,68,9,0.019229758,554,476,0.016276912
Inhib-roi-03,69,67,0.022203471,559,941,0.121172564
Inhib-roi-03,70,30,0.021499962,560,464,0.054256372
Inhib-roi-03,71,84,0.03388393,580,125,0.151917841
Inhib-roi-03,72,61,0.029469424,577,182,0.110321289
Inhib-roi-03,73,64,0.023265955,577,733,0.115746927
Inhib-roi-03,74,60,0.037432924,585,206,0.108512744
Inhib-roi-03,75,37,0.022095064,630,184,0.066916192
Inhib-roi-03,76,65,0.029013739,632,204,0.117555472
Inhib-roi-03,77,76,0.03913397,638,221,0.137449475
Inhib-roi-03,78,115,0.054421368,642,679,0.207982759
Inhib-roi-03,79,98,0.062945489,643,744,0.177237481
Inhib-roi-03,80,88,0.051012471,655,169,0.159152024
Inhib-roi-03,81,158,0.071085699,661,747,0.285750225
Inhib-roi-03,82,131,0.031165446,676,163,0.23691949
Inhib-roi-03,83,105,0.030867984,676,1155,0.189897302
Inhib-roi-03,84,34,0.017304628,673,217,0.061490555
Inhib-roi-03,85,167,0.047461314,690,1118,0.302027137
Inhib-roi-03,86,26,0.021043365,682,1149,0.047022189
Inhib-roi-03,87,125,0.039253407,696,213,0.226068216
Inhib-roi-03,88,201,0.044260122,710,1417,0.363517692
Inhib-roi-03,89,151,0.045118502,720,1159,0.273090405
Inhib-roi-03,90,87,0.037195707,727,1433,0.157343478
Inhib-roi-03,91,93,0.043418152,760,1484,0.168194753
Inhib-roi-03,92,56,0.0299194,769,1150,0.101278561
Inhib-roi-03,93,197,0.06095437,801,1162,0.356283509
Inhib-roi-03,94,53,0.0457572,811,1146,0.095852924
Inhib-roi-03,95,31,0.023760758,853,416,0.056064918
Inhib-roi-03,96,43,0.031093628,860,406,0.077767466
Inhib-roi-03,97,32,0.017342832,886,502,0.057873463
Inhib-roi-03,98,37,0.016656666,890,473,0.066916192
Inhib-roi-03,99,59,0.031632211,896,411,0.106704198
Inhib-roi-03,100,31,0.020723228,899,518,0.056064918
Inhib-roi-03,101,63,0.02447862,912,524,0.113938381
Inhib-roi-03,102,60,0.031626612,938,1746,0.108512744
Inhib-roi-03,103,141,0.065380039,942,121,0.255004948
Inhib-roi-03,104,85,0.042247744,947,492,0.153726387
Inhib-roi-03,105,40,0.037220188,947,480,0.072341829
Inhib-roi-03,106,131,0.045169966,963,70,0.23691949
Inhib-roi-03,107,130,0.058138751,976,1072,0.235110945
Inhib-roi-03,108,146,0.044599508,977,1130,0.264047676
Inhib-roi-03,109,100,0.042925612,977,135,0.180854573
Inhib-roi-03,110,48,0.029323072,978,111,0.086810195
Inhib-roi-03,111,22,0.028685574,977,126,0.039788006
Inhib-roi-03,112,155,0.044439785,994,65,0.280324588
Inhib-roi-03,113,80,0.045430877,994,1117,0.144683658
Inhib-roi-03,114,240,0.058535134,997,115,0.434050975
Inhib-roi-03,115,122,0.048763206,1000,1137,0.220642579
Inhib-roi-03,116,154,0.065548993,1007,130,0.278516042
Inhib-roi-03,117,62,0.04425141,1020,1440,0.112129835
Inhib-roi-03,118,63,0.040325235,1020,1451,0.113938381
Inhib-roi-03,119,142,0.063450667,1023,1418,0.256813494
Inhib-roi-03,120,189,0.063783842,1029,69,0.341815143
Inhib-roi-03,121,49,0.038081536,1032,1423,0.088618741
Inhib-roi-03,122,23,0.016340422,1037,716,0.041596552
Inhib-roi-03,123,102,0.024386759,1044,848,0.184471664
Inhib-roi-03,124,52,0.038098256,1047,1429,0.094044378
Inhib-roi-03,125,21,0.030916958,1053,1437,0.03797946
Inhib-roi-03,126,23,0.03016775,1057,1429,0.041596552
Inhib-roi-03,127,46,0.028976551,1061,1437,0.083193104
Inhib-roi-03,128,131,0.048901088,1068,1328,0.23691949
Inhib-roi-03,129,94,0.036827649,1069,669,0.170003299
Inhib-roi-03,130,162,0.058015649,1077,1401,0.292984408
Inhib-roi-03,131,48,0.044610386,1079,677,0.086810195
Inhib-roi-03,132,126,0.052694852,1081,867,0.227876762
Inhib-roi-03,133,97,0.049797739,1090,689,0.175428936
Inhib-roi-03,134,22,0.013722022,1108,1149,0.039788006
Inhib-roi-03,135,217,0.049555959,1123,1117,0.392454423
Inhib-roi-03,136,208,0.067333735,1130,1168,0.376177512
Inhib-roi-03,137,15,0.036564686,1129,1119,0.027128186
Inhib-roi-03,138,126,0.05213596,1151,1104,0.227876762
Inhib-roi-03,139,203,0.074110664,1198,306,0.367134783
Inhib-roi-03,140,221,0.067949944,1230,366,0.399688606
Inhib-roi-03,141,70,0.045690743,1224,297,0.126598201
Inhib-roi-03,142,12,0.017048142,1244,1838,0.021702549
Inhib-roi-03,143,113,0.037982946,1266,1537,0.204365667
Inhib-roi-03,144,9,0.027851106,1272,1539,0.016276912
Inhib-roi-03,145,107,0.061786917,1278,1826,0.193514393
Inhib-roi-03,146,142,0.05651125,1301,41,0.256813494
Inhib-roi-03,147,114,0.056340726,1309,54,0.206174213
Inhib-roi-03,148,49,0.017134013,1314,1675,0.088618741
Inhib-roi-03,149,107,0.038102205,1318,1530,0.193514393
Inhib-roi-03,150,68,0.033219339,1318,1549,0.12298111
Inhib-roi-03,151,216,0.073705173,1324,528,0.390645877
Inhib-roi-03,152,12,0.02553343,1327,1542,0.021702549
Inhib-roi-03,153,38,0.023659113,1346,527,0.068724738
Inhib-roi-03,154,187,0.050716174,1360,565,0.338198051
Inhib-roi-03,155,149,0.066817926,1360,259,0.269473314
Inhib-roi-03,156,287,0.057706962,1365,535,0.519052624
Inhib-roi-03,157,204,0.055245064,1365,703,0.368943329
Inhib-roi-03,158,230,0.076404245,1375,306,0.415965518
Inhib-roi-03,159,124,0.063856669,1402,537,0.22425967
Inhib-roi-03,160,37,0.019555055,1398,702,0.066916192
Inhib-roi-03,161,66,0.038360025,1420,65,0.119364018
Inhib-roi-03,162,146,0.05412396,1428,1245,0.264047676
Inhib-roi-03,163,276,0.047515599,1440,42,0.499158621
Inhib-roi-03,164,22,0.037838906,1436,36,0.039788006
Inhib-roi-03,165,77,0.032439095,1454,1253,0.139258021
Inhib-roi-03,166,187,0.036467104,1457,1343,0.338198051
Inhib-roi-03,167,160,0.050397593,1463,1229,0.289367317
Inhib-roi-03,168,37,0.021866591,1467,83,0.066916192
Inhib-roi-03,169,38,0.036877843,1473,35,0.068724738
Inhib-roi-03,170,146,0.058264798,1481,26,0.264047676
Inhib-roi-03,171,141,0.047618429,1486,1322,0.255004948
Inhib-roi-03,172,160,0.053847848,1489,64,0.289367317
